text,label
اش هاد الزبل لي ولينا كنشوفو و عادي تفو تفو تفو,Verbal abuse
@User.IDX سؤال محيرني ؟؟؟؟؟؟؟؟؟ ماذا تحت البرج ؟؟ جواب خبيث !!! كنز العرب ... الكتب .. العلوم التي استفادوا منها واخفوها عن العالم . حتى لا يعلم العالم انه علومنا !! كان بعض منها لدى انسترداموس !! خُبث دا ولا مش خبث !! <url> ,not offensive
روحوا بلطوا البحر...القائد باقي.,not offensive
تحية كبيرة لرفيق بوبكر الله يكتر من متالك.... سيري يا الشميكيرة ياااا الميسخة يحساب ليك غاضربي الهمزة ساعة ضربتي غا حياتك تفو غززاك فيك الحال وعبر عليك 👍👍👍👍,Verbal abuse
@User.IDX دفع أهل مصر المسالمين دفعا لكره الحياة و كل مناحيها. آخر من كنت أظن بأنه مستعد لتفجير نفسه هو المصري و لكن و بفعل ضغوطات العسكر و داعميهم مساخيط آل نهبان و ولاد سعود عميل الإنجليز. للأسف المصيبة لن تتوقف عند هذا الحد فهناك ملايين المصريين لم بعد,not offensive
@User.IDX الجزيره في السابق قلتونشروه ثم قطعوه ثم بالاحماض اذابوه.ثم رموه في حاويات القمامه وهاانتم تولولون تقولون بالفرن احرقوه مرتزقة ماعندكم الاالكذب ولأنه قرب رحيلكم لن تدعون قول على مستوى عقلياتكم وتربيتكم وثقافتكم الوضيعه الا واتيتم به • لكن الحقيقه,not offensive
قلت يا اخي هذه الصورة تجمع زوجين في الحلال ولكن للاسف هما لم يتزوجها بالحلال بل علاقتهما في الحرام ونتجت،عنها طفلة كما تقول الشريعة بنت الفراش يعني بلغتنا الدارجة لقيطة وبنت الزنا للاسف لان يا اخواني لا بد أن تفهمين دينكم الحنيف لا بد من توثيق الزواج بالشهود وعدلان العاءلة من الزوج والزوجة واخذ رأي الفتاة بأنها راضية عن الزوج وكل هذا مذكور بالقرآن الكريم وغير هذا كله حرام ولا يلمس خطيبته حتى يكتب عليها ويعطيها صداقها وبالنسبة لليلى فإن والديها ارتكبوا ذنبا كبيرا لأنهم قدموا ابنتهم لهذا المحامي بدون اي شرع وغضب الله شديد,not offensive
الله يعطيك الحبس ياوجه حبس,Verbal abuse
اقتلوا و دمروا یا داعش العزیز کل من شیعه و الفرس لان الایرانیون اشد کفرا و نفاقا و اترکوا بنو صهیون لانهم عباد الله و هند سوم و گوگولی مگولی.,religion_off
ياربي واش هد زمان هو كيقول راجل وهي رداه بنت تلفت,not offensive
شنو دبا هد المرض واش لي حصل يمشي يعيط لشوف تفي او يبدا يبكي 😠😠😠😠😠😠 ربو ولادكم مزيان على الاخلاق ، وتحمل المسؤولية ديالهم ، بارك من الشكا او لبكا,not offensive
@User.IDX الأهمال من الحوثي يا مرتزقة الأعلام وقوافل الأعانات من السعوديه والأمارات على مدار الساعه ولكن أعمى بصيرتكم الحقد على السعوديه والامارات حتى لا تقولوا الحقيقه؟ ,Racism
يلا واحد عندو 11 عام و لاخور 10 و هي عندها 22 فوقاش تزوجت من كانت عندها 12 عام ههههه,not offensive
ههههه   مشي  غير    دارالبيضا   ليفيه  ديعار  داب  نتوم  بندم  ليكتشوه    بنتكم  تفو  شوهتو  المغرب,Verbal abuse
"جمعة مباركة 💕
يا من تقراء تعليقى أسأل الله العظيم رب العرش الكريم  أن يبيض وجهك ويعلى شأنك ويرفع قدرك وينور دربك ويبارك في عمرك ويرزقك من حيث لا تحتسب و يشفي مرضاك ويرحم موتاك ويبارك في مالك وأولادك ويحقق أحلامك ويعطيك كل ما تتمناه  ويدخلك الجنة بغير حساب وأن تلقى الله على رضاه فليس في رضى الله الا الجنة المرجوا متابعة قناتي فضلا وليس امرا ❤️جزاكم الله خير في الدنيا والآخرة 🙏",not offensive
فايت شفت فيديوهاتك سحابلي ممزوجاش و الله يرد بيك فيديوهاتك كارثة كتبيني غي المؤخرة ديالك صافي,Misogyny
ممربياش وحتى مها داتها غ ف الخاوية,not offensive
تماما مثل الأب الروحي المافيوسي يقتل رفاق العصابه بلا تردد لخدمه مصالحه الشخصيه الصهيونيه. مصيرك بلا شك معروف لديك ولا مفر منه,Racism
انا ضد عينين تاتا قلبا وقالبا ولكن برافو عليها من ناحية وحدة وهي تسدو فين ما مشا ميحمر وجه  يجري حتى يعيا لافلوس لا املاك لا ....... وطلقاه يبعبع حتى يعيا من حقها جرات وجمعت وفي الاخر  يجرا هاذ الشي غير ربطوهم وتهناو وخا يبات برا انتي نعسي مرتاحة,not offensive
رشيد رفيق  عتارف بي ولدك  را دنيا دوارة  حرااام علك  وكما تدين  تدان  عدك بنت  وغ يجيب ليها الله لي  يضحك عليها,not offensive
حسبي آلله ونعم الوكيل  اش هذ الزبل,not offensive
@User.IDX يوجد خطوط مزحومة وخطوط ماحصلت مسافرين يعني اجرو طائراتها على قرد وغان ,not offensive
عميل ايراني بامتياز ولا تصدقون كل ما يقول فهو ثعلب يستعمل التقيه الشيعيه,Racism
لاجل خدمة شعوبهم يا مفلسف وقارن شعوب الدول المتقدمة بشعوب الدول المستعمرة كمثلنا,Racism
هاد السيد حنين وحتا هاد بنت انسانة متواضعة وقلبها زوين,not offensive
"ياجزيرة! الصورة...المقر الرئيسي لهيئة مسلمي المجر تبرع بشرائه أمير قطر السابق الشيخ حمد بن خليفة ورفض إطلاق اسمه عليه .
هو أراد ذلك, وأنتم فضحتموه الأن",not offensive
"ملحق يمني تخصيب قصف صباح عودة قرارات :
ـ ضحك حُسن النوايا تصدير وآستنساخ بكاء ولو بعـــد حين ٠",not offensive
والله لو  تخلى الإخوان عن سلميتهم لما بقي أمثالك يجلسون أمام شاشات الكمبوتر دقيقة واحدة,not offensive
بغيتلك دقات عمتي لي امشو اصغار .يا شوف تيفي بركة من شوهة واش ناقصنا غير زامل على قلة المواضيع بي تجبدو فيما كان شي شوهة جيبها شوف تيفي والله ما بقى عندنا الوجه هنا .وناررررري على مراكش اش ولت اطلع سلامة,Verbal abuse
خاص بنت تاهيل نفسي راه باين انها بنت وبحكم اختلاط مع ولاد وبحكم انها ساخطة على وضع تتفضل تكون راجل,not offensive
الله ينعل الي عطكم هد الصور الفضحة ويشوفها المغرب كامل التي لا حياء فيها ولا احترام ولا ادب هدشي  راه خصوصية ومشي بهدشي غدي نصدقو انكي متجوز بيه هدشي راه حرام عطيا تصورك ونتي بشوميج ونتي بستيام ونتي تبوسي معاه هدشي حرام يشوفوه الناس,Verbal abuse
اعراض نساءنااغلى من مليارات ابو بيكاسو ....,not offensive
لعنت الله علیک و علی خلیفتک ابوجهل البغدادی و ابورجب العاهر الترکی,Verbal abuse
حوا فابور كيزوج,Verbal abuse
بصاح مكانش مراتح مع نصابو ولكن كان مرتاح مع ليلى و دليل جابت منو بنت,not offensive
سرك كتر من هكاك نتي ماشي بنت نااس,not offensive
قناة مفبركة تابعة لقطر والجزيرة وكل من فيها منافق ,Verbal abuse
شوف وجهك كيف دايرة تفو . سيماهم على وجوههم هضرتها كيف دايرة ( كنا قصارين ) موالفا الليل .,Verbal abuse
"ه ذشي مامنو والو غير قصة مصطنعة باش يطلعو البوز 
بنت بغات تبان وعطات لمغني عشرة دالمليون ودار ليها السماوي مابقاش عرفها وعمل بلوك",Misogyny
"اليكم سؤال طريف اخر لم ينقله موقعكم الكريم:
كم وصلت نسبة التصويت في الأنتخابات الأخيرة لبرلمان قطر؟",not offensive
@User.IDX اسلام عبد الوهاب هو فقه البداوة ليس له علاقة باسلام محمد بن عبد الله صلى الله عليه وآله وسلم . صرف المليارات من اجل تعميم ونشر هذا الفكر المتخلف .والان يتم احتواء هذا الفكر النتن بعد ان عطل الحدود والحياة . ,religion_off
ماذا ينفعه هذا التكريم ان كان مقعده في جهنم,not offensive
يجب أن تتوقف هذا الحرب العبثية الأن قصف الأموات فى القبور وقصف منازل فارغة للرئيس  من الأصل مخلوع محروق لن ينفع...فإنكم القطار,not offensive
افلست بزرع الارهاب بشعوبنا وبثورة على عملائهم لكى لا يسقطون,religion_off
حامض أصاحبي حاول طلع Level  شوية 🤮,not offensive
حان وقت العين بالعين والبدء بعباس !,not offensive
بقاو فيا غي عائلتها اما هي يعطوها حتى الإعدام تستاهل,Verbal abuse
هذه الاحكام القاسية بالاعدام ستوقد شرارة ثورة طوفانية ستقلع الفساد و تنظف مصر من قاذورات حثالة العسكر و أذنابهم من عبيد البياذة وأصناف الديموقراطيين المعادين لحرية الشعب المصري فانتظروها,Verbal abuse
وسيري ستري راسك الله يمسخك تفو على مستوى كتنزلو علاش هاد شي كاما كتشوهي فراسك وراجلك وعائلتك لاحولة ولاقوة الا بالله العلي العضيم,Verbal abuse
عاما على قصف التحالف الصليبي لنا  وما زادنا  الا ثباتا وما زادنا الا ايماننا واحتسابا  والله الحمد والمنة,not offensive
نسيت  يا أردوغان ان تذكر ان الجزيرة اصبحت بوقا  للجماعات الارهابية الكردية وتعتبر ان العرب والتركمان الذين اسرتهم هذه الجماعات الكردية العميلة أسرى دواعش,religion_off
قطر اول دولة تدعم وتمول الارهاب كس امك موزة ما اكزبك,religion_off
الله يعطيك غي دل انتي وياه مشات رجلة,Verbal abuse
كانطالبو الاطباء يشوفو من حالت هاد البنت مسكينة راها مريضة نفسيا بواحد المرض غير كتبو فيويتوب اضطراب الهوية الجنسية و غادي تفهمو المعاناة ديالا,not offensive
البطريق المعمم...,not offensive
كس أم ابوتريكه,not offensive
البرتوش يالا الروعة 😍😍😍😍,not offensive
نوضو العيالات ضربو بيجامة طلعوها فسليب هادي هي الخدمة اويلي اش هاد الشوها  تيفي علاش وراو هاد الجوج مستوى منحط,Misogyny
يلا ،،،، فرحوا المصاروة الغلبانين فرصة يشحتوا شوية وطنية وإنتماء للسيسي الزبالة بقطع العلاقات بين السعودية وقطر سيجد كل مواطن مصري خبز كفاية وسكر و ارز وقوطة وسيشفى كل المصريين من مرض التفويد وفيروس سي وسوف تتحول مياه المستنقعات التي يشربونها الى بلسم ولن تضطر بناتهم لحمل المطاوي في شنط اليد ليحمين أنفسهن من التحرش فليتابعوا عمرو اديب وزوجته واحمد موسى كي يتزوّدوا بوقود الوطنية المفروض على الجاهلين من أمثالهم ,Verbal abuse
انهم يشوهون سمعة الاسلام بصوره لا يوجد أقذر منها. انهم يحاربون الاسلام في ألمانيا كما سمعت من طبيب كردي بطريقه لا يمكن أن يوسامح بها.انهم يعملون مع الصهاينه و يقولو ذلك.,not offensive
الله يرحم الوالدين على وجه دوك الوالدين متبقاوش تنشرو الفيديو,not offensive
@User.IDX بجد ياجماعة كرهت نفسي ، كيف لو كنت مواطنه مصرية !! ليش الاستهانه بعقول الناس بالشكل هذا مو خطاب ولا اثنين اوقات افكر ان هذا تمثيل مو حقيقة او استهبال او فوتوشوب اي شي الا انه يكون حاكم دولة يحكي بكل جدية ,not offensive
من حقوا اتزوج المرة تانية حتى في دين و انا كون كانت بلاصة مراتو الاولى  ماشي البنت مسكينة مناش انتقم راجلي هو الاول اما البنت ضحية وهبيلة هههه كون عندها العقل مشات حتى لتركيا و راجعت لزبل تزوج مو تركي كون دابا راها مرتاحة ولا هد الشوهة,not offensive
نعل الله المتشبهين بالرجال والكتشبهين بالنساء تفو على بنادم او على هاد القناة,Verbal abuse
خطاء مرسي القاتل ثيقته في من عينه وزيرا للدفاع والخطاء الثاني القاتل فمن عينه على راس المحامين  وهو الملقب بالعواء انه جرح غائر قاتل بلا الم ارجوا النشر,not offensive
يا لطيف لبلاد تناكت,Verbal abuse
ربما جمعت اكبر مشاهدين منةفيديوهاتها السابقة التي فقط كانت تظهر دبرها فيه بعد الذي تعرضت له.اللهم لا شماتة،نسأل لك التوبة,not offensive
الحقوق تؤخذ ،بالقوة أحيانا،و لا تعطى,not offensive
الحوثي قتل و احمد صالح انقلب علي الحوثي و اعطي قوات التحالف احداثيات موقع اجتماع قاده الحوثي فقتل معظمهم.. النصر قادم و يا خيل الله اركبي,not offensive
@User.IDX هو يعني دعم قطر وتركيا للإرهابيين حلال ودعم مصر والسعودية والإمارات للجيش الوطني الليبي حرام ، ليه يا خنزيرة 🤫 ,Verbal abuse
ملة الخونة,not offensive
نصيحة  في وجه الله سير تعالج قبل ما يفوت الفوت هدا هو فيروس كورونا ليما عندو دوا,not offensive
اش هاد العناوين ديال الويل وكمامر الويل,not offensive
شكون ضحك على هاد المخلوقة وقاليها عندك  لاطاي واعرة هههههههههه تفو ايخ,not offensive
والله غريب ... صدام حسين طالوه من الحفرة وانت مو عارفين يصيدوك,not offensive
"الله امسخك
راك كدوي على بنت   شوهتيها",Verbal abuse
واضح تماماً أنك لم تتعلم شيئاً..نعم أخطات أمك كان الأولى بها أن تضربك لعلك تفهم,not offensive
🤮Chouf Khikhi 👎 Rabi yantaqm Mankom 🤲🤲🤲,not offensive
فخار يكسر بعضو,not offensive
خوتي ديو معا هاد  بنت  عفاكم,not offensive
عقلية دالخرا,Verbal abuse
شوف الناس فين كتخسر لفلوس اوواحد ماعندوا تا ما ياكل,not offensive
اوى الله يعطيك الدل من عندى,Verbal abuse
غير كتكذبي دخلنا الاطيل من باب الاخر كنتي بعد توجدي الديسكور ديالك,not offensive
ثم تخرج العاهره فيروز زياني مع سيدها عزمي بشاره ويعطوننا دروس في القوميه العربيه,Verbal abuse
الخونة والارهابيين احسن جزاء لهم الاعدام,religion_off
قناة الابتزاز شوف تي في يجب كشف هويتك عوض تحريض الصحافيون الفاشلون ديالك على من يجلب الخبر يفوز بدرهم,not offensive
المفروض أن تأكل حتى تعيش لكن الأغلبيه من البشر عايشين عشان ياكلو.,not offensive
تقدر تكون بصح البنت ولات ولد بحال نوره اللي ولات نور بنت واحد الممتل مصري,not offensive
يستاهلون هذا درس لهم لمن يلعب بالنار.,not offensive
الله يعطيك الدل المدلدل حتى الادنين,Verbal abuse
"ختي انا مزوجة سنوات عمر درت صور عريانة حتى بيني وبين الله.وكيفاش هو لي صورهم وفي تلفونو وقالك سيفطي لي  صور .هدشي متيدخش راس .هدا اما فو كونت  تيجبد صورك او شي حد داخل من تلفونو تيقولك سيفطي صور عريانة.
نكرر اختي بغض نضر على كلشي راك ضالمة لي تعارفتي مع واحد مزوج من حسن حض مراتو خدامة اما كن تلاحت لزنقة مع ولادها.
نتمنى مدفعش بنتك تمن غلطة ديالك ويتعطاها نسب وتعيش بحال جميع اطفال",not offensive
الموت لامریکا و اسرائیل و السعودیة و القطر,Verbal abuse
@User.IDX يا اولاد الافاعي يا انجاس قطر من احضرت الارهابيين الي ليبيا وموتوا بغيظكم لقد انتصر الجيش الوطني الليبي والمصريين جميعا يهنئون الشعب الليبي عاشت الايادي ويسلم المشير خليفه حفتر ,religion_off
و كفات pro hada 😂😂😂🤣😂🤣🤣,not offensive
ألتهم الحلوى... ديال عيد الميلاد ههههه,not offensive
لي شاف تعليق ديالي بغيت ليك شي فرحة أو بغيتلك أمك تكون سيدة من سيدات الجنة يا رب ❤ تعاونو مع ولد بلادكم بأبوني في القناة فضلا و ليس أمرا 🙏❤,not offensive
نساو لحرام و لحلال و الشوهة، فين هو الخصر ديال الراقصة، تفوووووو، قلبيها شيخة حسن ليك ديك لكرش تعاونك .,Misogyny
ياربي.سلامة واش.هادي مسلة بنت مسلمة أعود بالله,not offensive
انت لي بغا اختي لافوت ديالك,Misogyny
عرفتي علاش هبطتي باش تقرا لكمنترات حيت ربي بغاليك هاد الدعوة سير الله انجحك ويوفقك وبغيت لميمتك شي حجة 🤲🤲🕋🕋 ألا فرحتيني بإشتراك بغيت ربي يفرحك.....,not offensive
قمة الذل والهوان  ، يطلب من كافر أن يحميه من كافر,Racism
علاش تزوجتي ادك ادومة. واخا. تعيش غير بلخبز او اتاي اش هدا زمر,Verbal abuse
"قال الله تعالى ""اذا رايتهم تعجبك الاجسامهم وان يقولوا تسمع لقولهم كأنهم خشب مسندة يحسبون كل صيحة عليهم هم العدوا فاحذرهم قاتلهم الله أن يوفكون صدق الله العظيم"" الآية تنطبق على هذا الكذاب أشر",not offensive
و سير الله يمسخك هيا الطبيبة و المحامية و المهندسة و القاضية و زيد او زيد صافي ما صالخاتش  للزواج. صافي غير الباغيات صاحبات روتيني اليومي اللي اهتمامهم  منحسر غير في المؤخرات و المقدمات هما اللي  يصلاحو للزواج. ايوا زيدها في بالك هادوك غير نزوات عابرة وهاد المحامي خير دليل شبع و رجع كيجري عند مرتو قاليها عتقيني,Verbal abuse
الوسخ و الله,Verbal abuse
الذين نسو المعنى وتعودو على الذل اربعه حاليا وربما العدد قابل للزياده فهم معذورين فلم يتعلمو معنى العز والكرامه.,not offensive
"مصر ليس فيها قوانين والمصريون يقتلون خارج القانون أما هذا القانون الإجرامي مقصود به باقي الافراد اللي ممكن يتظاهر ضد الاوضاع السيئة مستقبللا 
لايمكن يكون فيه تقدم في ظل الدولة القمعية",not offensive
يا ربي ياخذ هاد شوف تيفي و هاد الكمامر تفو على حالة و على نيفو الله يرحم البصري و الحسن الثاني,Verbal abuse
والله إلى مرض أو وباء اللي كيجي من عند الله احن وارحم ولكن أصعب وأقسى حاجة ملي كتشوف فلذة قلبك كتعذب أو كيتعذب ومعندكش الجهد داويه نفسيا وجسديا والدولة في هاد الظروف ممسوقاش زعمة حسبنا الله ونعم الوكيل وصافي.,not offensive
سلام عليكم أحيبتي في الله معكم أخوكم من فلسطين عمري14 سنة أتمنى أن تفرحون قلبي بي شترك في القناة تفعيل جرس الله يجعل أمك من أهل الجنة يارب ❤️,not offensive
الله يعطيك العز اما الذل راك غارق فيه,not offensive
والله حتى بقاو فيا  المجرم لي خصو لحبس كلب,Verbal abuse
تموت العفيفة ولا تأكل بثديها 😔 اللهم لاتؤاخدنا بما فعل السفهاء منا 🤲 العتب كل العتب على قناة السفه والجهل والإسترزاق بجهل وآلام الناس حقا إنها الصحافة الصفراء والسوداء حتى 👎,not offensive
@User.IDX كل ذبابة تتمسخر عليها الله يطعم اختك نفس تعذيبها ,Misogyny
تفوا على ماركة وجه الحبس ياربي سلامة,Verbal abuse
"سمعت أن اللواء عبد العاطى مكتشف علاج الإيدز بالكفته يشرف بنفسه على التحقيقات، وبالتالى فلا حاجه لنا بالصندوق الإسود، وخصوصا أن النظام الإنقلابى لا يؤمن بالصناديق. 
تحية لأهل سيناء فخر مصر الحرة.",not offensive
الله يفكها من هاد المصيبه و انت ا وليدي بغيت ليك شي كونسير يشتت لمك العظااام و يتلي بيك الأيام تولي تسعى ان شاء الله و ما يصدقوش عليك.,Verbal abuse
هاد القلاوي كون غير لصقو فيه قنبولة وسيفطوه البوليساريو عل أقل أيصلاح لشيحاجا,Verbal abuse
كرهت هاذ صوفيا تفو,Verbal abuse
شوفي اختي هاد المرة خشى فيك  جنوية فالمؤخرة ديالك  مرة أخرى غدي اخشيها ليك فبلاصة أخرى  بالحق من بعد مايفيق  من الساكتة والمسكوتة,Verbal abuse
واش من بنتك  أنت شوية  لباس تفو على  مخلوقة,Verbal abuse
الله يعطيك الدل. اكتر من الدل لنتا فيه,Verbal abuse
بسم الله الرحمن الرحيم... اهل غزة على ابواب مصر والمفتاح بيد فرعون العصر السيسي ومن ورايءه بنى صهيون سيوردهم النار وبيءس الورد المورود وسيتبعهم كل من ايد السيسي فهم جنوده ونبذناه وجنوده باليم,not offensive
حتا نتا يلا زتي شي زيادة لمغارب غادي يخليو دار بووووك ،✋👀,not offensive
انا يمني و مع حزم ... لا ترحميهم يا حزم واصلوا القصف المبارك,Verbal abuse
راس مثقل به الحمار حسن منو شنو معنى محامي ؟! مكتعرفش معناها أكيد داكشي علاش المهم ربي كبير,Verbal abuse
الحوا,Verbal abuse
"لماذا تخجل او تستعمل التقيه (.....) من جنسيتك 
انتمائك لإيران ولا انت إيراني لان لغتك العربيه ركيكه 
مثل تعليقك.",Racism
وقال نتنياهو دون أن يذكر بالاسم أي دولة، إن إسرائيل على اتصال مع دول عربية بشأن إيران.مبروک لکم یا ایها العربان!!!,Racism
(مراسل أبو ظبي الرياضية: السلطات الفرنسية تلقت إنذار بوجود قنبلة في مقر إقامة المنتخب الألماني منذ أمس) كيف عرفوا بالهجمات ولم يوقفوها,not offensive
طيب ما تبون تتذابحون وتريحونا مهوب كل ما أكل أعداء السنة تراب طلعتم لنا مخطط لقتل السنة القتلى علوج أعداء سواء كان فيه خدعة أو لا سنفرح ... والعقل يقتضي أن كلامك هو الخدعة .,Verbal abuse
كيهدر  كل عفوية  مالو  ضارب  الدكتورة  ولا الماستر الله يمسخكم  تفو  عليكم,Verbal abuse
إذن ولد لحوات ولد لحرام مني كيضرب الشيخات شكون هو فَملك الله ماعندوش الحق يضرب شي مرآة بلاد الجهلاء والفساد والعهر الفيضان لي طار لبارح قليل فمكم,Verbal abuse
كلمه حق اراد بها رز,not offensive
مكين اردوغان ورطه الغرب بالحرب عالدولة الإسلامية وترقبوا انهيار اقتصاد تركيا وعملتها وغدا تسمعون من الامريكان  والحكومات الاوربية بنصح رعاياها بعدم الذهاب لتركيا وا,not offensive
يجب إعلان جائزة مالية لمن يأتي برأس عبدالملك الحوثي و ن تكون أقل من مئة دينار لأنّة لايسوى أكثر من ذلك. وعى المجاهدين دفن جثث العدو بعيداً عن مقابر المسلمين لكيلا ينجّسونها.,Verbal abuse
اذا من اطراف الصين  قدم الاتراك العثمانيون واحتلوا بلاد العرب والمسلمين وعاثوا فيها تقتيلا ودمارا,Verbal abuse
"المسؤولية كل المسؤولية على من أعان السيسي بالمال و السلاح على الانقلاب, نسأل الله سبحانه أن ينتقم من ممولي الانقلاب وان يهلكهم و شعوبهم بالزلازل و الفتن و الحروب و الأمراض و الأوجاع .",Verbal abuse
للمعلومة لابسة سترينك كحل الله يكحل ليها الليام,Verbal abuse
من عندي تفو عليك الله يعطيه العز,Verbal abuse
الى يرضى بهذا الوضع احد الرجلين وشي يأخذ مقابل رجل فاسد الجزاير الى الهاوية الا ان يشاء الله الصبر مفتاح الصبر يستريح الابرار او يستراح من الفجار,not offensive
اللهم اضرب البوذيين بالشيوعيين والشيوعيين بالبوذيين وأخرج المسلمين من بينهم سالمين...,Racism
في ازنخ من هيك ولا لا 😁 ... استمر انت نوع نادر من الزناخة الممتعة انت والخالدي 😀 👽 ,Verbal abuse
يقف اليهود والنصارى والمنافقين والليبراليين والعلمانيين والشيعة والملحدين وكل من كفر بالله الواحد الأحد بجوار بعضهم البعض بالفعل في مواجهة الإسلام السني وبالذات في مصر قلب الأمة الإسلامية النابض.,not offensive
الله اكبر... الفيديو كامل طالع ب 20 درهم,not offensive
خبلان يا أهبل ما أستلم قرش من الحكومة تباه يصرف رواتب ,not offensive
سير هاد لهدرة كولها واش عطينك رشوة كتعبر على عاهيرة هوا نكرها ههههه الله يعطيها كثر من هاد لمدلدل,Verbal abuse
خاصية الحكم بالموت للأمريكا و الموت للاسرائيل على منهاج خامئني هو: الفساد، و الاهمال، و الطائفية.,not offensive
السعودية ورطت الشعب السوري بحرب عبثية بحجة دعم الحرية التي لا تعرفها السعودية لشعبهم المقيد بولي الامر منكم..بسبب حقدهم على شخص الرئيس بشار دمروا سورية,not offensive
"مسخرة والله مسخرة 
الناس تتباهي بالقيم والاخلاق وهذا يتباهي انه اغني مما يقولون فالاولي ان يرفع  قضية علي اسراءيل او بشار الاسد",not offensive
نتيا لفعة كطيحي بكرامتو غير بالفن لقتيه دريوش ماعندكش الوجه المقزدرة راجل كيبقى راجل اللفعة شوهتي براسك في حومتك مابقاتش عندك قيمة المدلولة لكتكوز امام الملىءفي الكميرة,Misogyny
بغيت ليك مرض نتي وراجلك الى كان راجل,Verbal abuse
"ليه هو السيسي ""وضوء"" ؟",not offensive
@User.IDX لا يلمع أحد لمنسوبي داعش الارهابي الا ارهابي مثله تبا لكم ,religion_off
قود,Verbal abuse
علاك فاضي . حتى الحشاش ما هيك يحكي . قال سيلفي قال . منيح ما كانت ضرطة لمقاتل دمرت قيادة وحدته عن طريق تعقب ريحة الفسي,Verbal abuse
سلاام لبنات انا جيت او(أم سلمى) جبتليكوم الجديد 👏🏻👏🏻👏🏻 نتي اه نتي لي كتقراي فهاد المنشور ديالي 🌹🌹 غير كالسا فدار او مكين ما يدار او الملل انا جبتليك الحل 😍😍 شريكة انابيلا جات او جابت الخير و الرباح تخدمي غير من دارك او وسط وليداتك 🤩🤩🤩 او تربحي مدخول شهري شريكة انابيلا هي شريكة مغربية جابت منتوجات طبيعية١٠٠ % او ربح 30% 👏🏻👏🏻👏🏻 او نزييييدك الكدوات ديال الكوزينة اه اختي اوا اش كتسناي تسجلي معانا لي مهتمة دوز عندي الخاص الف مرحباا 😘😘😘😘😘😘https://chat.whatsapp.com/K5iKOy3HgZm4CRrvEYPh55,not offensive
خاصو الإعدام ليكون عبرة للآخرين الله اعطيه جهنمة انشاء الله,Verbal abuse
الام من الهدرة ديال باينة فيها غير من هاديك بالرب تريكة كحلة,Verbal abuse
مجازر يرتكبها التحالف بقصف الاسواق والاحياء المدنيه بعد افلاسه وقصف جميع الاهداف التي اوصت بها أمريكا بقصفها,Verbal abuse
"لا تدخل اليمن في الموضوع.مالنا دخل,فخار يكسر بعضه.",not offensive
والله كنعرفك  بنت داركم مايلوحك ولكن انت عرفك بغيت خربي عائلة باش تبني عائلتك يا كنت غير في العروبية ديال سيدي حجاج اشداك لشي محامي ولا معاريف ولا طوموبيلات,not offensive
سير ادال لمكوم ازومل العيش,Verbal abuse
الزمر فالطوندونس هو باطمة تلاقيتو تواتيتو ل. را تعيشو فيه ياجيل قمش,Verbal abuse
لا حولة ولا قوة إلا بالله العلي العظيم حسبي الله ونعم الوكيل والله إلى بقيتي فييا والام ديالك باينة فيها  ضالمة اما بالنسبة للأب ولد السوق,not offensive
@User.IDX الجزيرة قناه فشلت في الاساءة للسعوديه فاتجهت للامارات ومصر وهي على يقين انها ستفشل كما فشلت في السعوديه .. ولكن هي مغلوبه على امرها حيث انها قناه يملى عليها ما تفعله وهذا بفضل الطاقم الاعلامي المجنس ,not offensive
ياخ علا مكروب الله يعطيك الدل كتر مهوا فيك لاعنت الله عليك الى يومي لدين الله يعطيك واح الكسيدة يتشتت اللحم ديالك الميلقوش.تفوتفوتفوووووووو,Verbal abuse
قناة المنار أكثر صدق حيث تحدثت عن السيطرة على كل جرود عسال الورد و أنتم تتحدثون عن سيطرة النظام أصلا عليها وهي البلدة وليست الجرود,not offensive
سبحان الله فقط تعليقات الراي ولا وجود للراي الاخر يا جزيرة . كفي انحياز لامريكا واتباعها في الخليج . المدافعين عن المشروع الامريكي . اتحدى ان تنشري يا جزيرة,not offensive
كل مواصفات.ومعاني الارهاب ظاهرة في شخص السيسي.ارهابي بكل(مميزات.امتيازات)الارهاب..,religion_off
من يشتم عرض النبي واصحابه ويدعي بتحريف القران ليس مسلم,religion_off
"إللي بيقرأ العنوان من الوهلة الأولي بينصدم فكرنا إنه انقلاب ...! وإنه مخلوع جديد إانضم لباقي ألمخاليع ...فطلعلنا عفريت الاصلاحات بطلاسم وأحاجِيّ  ""حمروش"" التي تحتاج لمن يفك رموزها...!",not offensive
منين ابنتي بوكوصة نتي اكبر كوووووفرة,Misogyny
تفو على بنادم ممتقبلش راسو عزيز عليك دير المكياج دير كوافور وصايب لعريسات الزمر,Verbal abuse
زعمة ادة ما كوزتي شني غادية تخسر  وستري راسك ادة بغيتي الناس توقف معك  وداك الراجل عندك مسكين باينة فيه مبعبع الله ينعل شيطان,Verbal abuse
إن شاء الله سوف نطهر أرضنا من دنس الشيعة و نغزو إيران نفسها و نعيدها إلى حضن أمتها الإسلامية.,religion_off
اللعب بالمصطلحات القرآنية وافراغها من اي معنى لها. عن اي بيعة تتحدثون؟ يعنى لو رفض الناس بيعة هؤلاء فاهم سوف يتنازلون عن الحكم لما يختاره الناس؟,religion_off
الله يعطيك لعذاب لبحالكم خلاو الإسلام مثل اللعبة من علامات الساعة الكبرى اللهم ءن هذا منكر,Verbal abuse
