  انتي ملعووونه الله يلعنك في الدنياء والاخره ياتوكل شرخان الله ينتقم منكي الله يورينا عجائب قدرته فيكي ياافعى يابنت السوق اخخخخخ تفوووو عليكي وعلى نطفتك النجسه,misogyny
  فرحانة يا عبيطة�,misogyny
  اخس يامعفنه والله ماحد درا عنك من انتي عشان تتكلمي على الشعب السعودي والاماراتي انتي جزمه معفنه منبوذه روحي خلي بقره تلحسك يمكن تصحي من جنانك ,misogyny
  روحي عشي زوجك الحج ما تحكي حكي اكبر منك,misogyny
  الاعلامي الناجح هو من يصل بوقت قصير لقلوب الناس هو من يتكلم بمصداقية وحرية دون اية قيود طائفية او سياسية… :///,none
  �����ما أنت اطلعوك عكل شئ كان فيك تزيد شو ما بدك أو تستقيل من الحكومةمزحة ما مرقت مستخدم  :///,none
  بلا فتنة المستشفي بحاجة لدم كرمال جرحي بحادث سير ، إتصلي وتأكدي يا حقودة,misogyny
    و الحريري شو  و جعجعك شو و سنيورة شو و ميقاتي شو  آل المر شو و آل الهراوي شو… :///,none
      يخرب ذوقك شو ذكية، ناطرينك بهوليوود,none
  عندك حقد مش طبيعي عالسيد، بس غريب كيف مؤسسة ال بتسمح انو يكون عندا هيك موظفين بلا اخلاق,misogyny
  دخلك انت مش عارفة انو سلمهم للقضاء يا نوسك,none
  لما تكوني عمتشتغلي ب قناة فتنويه واعلام موجه ضد (بيئتك ) فئة معينه ، بدك تتحملي ردود الفعل  عفكرا كنت مفكرك احسن من هيك,none
  الله يخرب بيتك اخرانيه وخاينه وإرهابية هى والأتراك والقطرييناتفوووووو,misogyny
      الله يخليكي ما تحكي انك انثى لازم الكل ينادوكي يا فواز��,misogyny
  رخيصة وبتضلي رخيصة واحدة جوعانة شهرة بس صرتي مسخرة للكل لأنك سخيفة وهبلة,misogyny
  وقحه ومش مهضومة عن جد ,misogyny
  عروسة الثورة، سلامتك,none
  احترمي حالك لتفهمي اول الشي شو عم يحكي,none
  يعني يابنت الوسخه مش ثوار احرار وكدهون,misogyny
  خففى البرسيم ونظفى اسنانك قبل النباح ,misogyny
  جبانة من خلف الجدران تتكلمين لكن صدى عواؤك لن يسمعه سوى أمثالك,misogyny
  والله انتي قليلة فهم ديما صادق رغم ان اهلك كتير اوادم بس للاسف ما عرفوا يزرعوا الوطنيه بعقلك للأسف… :///,misogyny
      عفكرة انتي لازم يجردوكي من مهنتك عشان عندك حب السفارات نسيتي حالك انتي والمهبول نديم قطيش,misogyny
  قليلة ادب �,misogyny
  ليكي يا عميلة يا جوعانة مين دافعلك لتحاربي السيد السعودية أو إسرائيل او امريكا,misogyny
      تكرم عينك هاي سكرين شوت للقيادات وخلينا نشوف اذا رح يتبناك السيد,none
  ولك حاج تدجلي لعما بقلبك شو مسطولة,misogyny
  انت بطلة عن حق,none
  خسئتي ورب الكعبه انتي عميله تتبعين الدولار لوكان لي بك ضفره لخدشت وجهك كما انه مخدوش,misogyny
  يعني معرفتيش تغير حتي اللباس بتاعك في لبنان جايه تطلبي التغير لمصر,none
  جريمه ضد الإنسان وانتي ايش الي عملتيه بليمن مشهو جريمه ضد الإنسان أو ايش عليك غضب من الله الله يحرقك بنار جهنم مثل مااحرقتو اليمن,misogyny
      ديما الصادقه حماكي ربي,none
  ست جسيكا فيكي تخبرينا كيف كان ترشيحك للمجلس النيابة وبأي لائحة  يعني ما تحكي بكسر حواجز الطائفية ب… :///,none
  استحي و بطلي تأليف,none
  انتى بنت جزمه وكالة بنت كلب,misogyny
  مشااكل الحريم واشباه الحريم باقي ما خلصت ؟,misogyny
    فهمتك غلط بعتذر � فكرتك عمتدافعي عالمعتدين ⚘�,none
    اول شي صباح الخير فيك تعطيني شي موقف رسمي لديما عمبطبل لحدا؟ مش دفاعا عنا بس بركي بغير رأيي شكرا,none
  الحريم يبغالهم زي كذا بصراحة  يجحدون الواحد عيني عينك ,misogyny
  سكرنا وسط بيرون بس ما قطعنا الطرقات عا الناس كان فيكي ترويحي وتجي يا حيوانة نضبي نقبري بلا اخلاق ولكل… :///,misogyny
  منا عميلي متلك منيح اليك عان تحكي يا واطيه,misogyny
    الله يديمك يا ديما يا ست الكل,none
  حتى بهضامتك كمخة وسميكة,misogyny
  الا لعنة الله عاليك با عميلة بني صهيون الخارجية,misogyny
  ربنا يوفقكيارب نحن العرب نفتخر بيكى ⁦❤️⁩⁦❤️⁩,none
  فعلآ أنت ,misogyny
  نظرة حبي على وجهك ياعمه توكل,none
  يابلحه يا سودا يامعفنه مادخلك في ليبيا عليكي اللعنه,misogyny
 مستخدم    ست نيكول حزب الله بحاجة لهيك ولدنة كونك صحافية مع احترامي؟,none
  هيدا همك؟ انت مثقفة اكتر من هيك حسب ما بشوفك,none
  برايي خليكي ساكتي احسن,misogyny
  مذيعه محايدة و رائدة تستحقي كل احترام و تقدير,none
  أعوذ بالله من كآبة المنظر أصبحنا بوجهك إلى يقطع الرزق,misogyny
  لعنة الله عليكي وعلي من يؤيدك,misogyny
  اي ورقة اقتصادية بتقدمت هيدي الطبقة ما الا معنى وعود كذابة من سنة  اول حل انو يفلو وبعدين منحكي بوراق,none
 مستخدم      انت وحدة غشاشة وما خصك بالاعلام وحة فاشلة :///,misogyny
  يلعن عرضك شوانك بنت حرام,misogyny
  الله يسامحك يا حاج على التربية الوسخة,misogyny
  هديلي حالك حبيبتي مصدقة حالك انو استقال بضغط هالثورة المصدية استقال بس شافكون فشلتو ونكشفتو والقوات ه… :///,none
  انا مالي لبناني بصير تتمسخيري على رئيس دولتك شخص بعمر جدك خدم لبنان قد عائلتك مجتمعة وخدم بجيشك وقدم ع… :///,none
  قناعك سقط,none
  عاهرة من بلادي لبنان,misogyny
خطيئتك انك مثقفة، جريمتك انك بتختلفي مع رأيهم انا لا اتفق معك بمواقف كثيرة لكنني احترم حريتك كلنا ديما صادق  ,none
  الله يحمي الجميع,none
  ديما ساقط,misogyny
  يعني انو فيديو حدا بيعملو بهالطريقة انو خلص يعني انو ما في سفارات بكل الاحوال رأيكم ونحترمه بس عم تتعبو حالكن,none
  حرمه   قلناها و نعيدها مكانها البيت و المطبخ,misogyny
        ابدا ما حرضت نانسي السبع بس قالت نصبو الفخ حزب الله برياض الصلح و… :///,misogyny
  في ناس بينهن وبين الفهم سوء تفاهم الله خلقلك عقل لتستخدمي شغلي ولو مرة بشرفك,misogyny
  تعالي مع الجنود اتراك في لبنغازي حتى رجال حفتر يحرقونج يا زباله القروش,misogyny
    لا حبي هيك مكتوب مو لانو جاي عبالنا صفيحة�,none
  بما ان النساء تسيطر عليهن العاطفة اكثر من الواقع ، فهذا ما تتمناه في قلبها اما في الواقع شي مختلف تماما عن الحقيقة,misogyny
  بلا اخلاق بزيادة عليكي هالكلمة,misogyny
      مين الحمار لرح يحضرك يا آنسة�,none
  الله يحميكي ست نوال انت وكل اللي معك,none
حقيقي شغل الستات الكبيرة ده مقرف في الكورة اوي يعني,misogyny
  قال العهد يا بهيمه �,misogyny
  الله يوفقك سمعينا سكوتك,none
 مستخدم  من المعيب ان تمحي إعلامية مثل   تغريدتها بسبب رد صادق صادر من القلب فقط :///,none
  سلمي علي لبنان والثورة ف لبنان يا مرتزقة,misogyny
  اهلا فيكي بطرابلس وبدي قلك ما يهمك في كل قافلة تسير هنالك كلاب تعوي,none
  انضبي يا غبية �,misogyny
  الله يقويكي نوال ��❤️❤️,none
  حظك قليل مش مرغوبة كلك قرف,misogyny
    يعني متلها متل اكتر من نصف الشعب اللبناني,none
  ولا يهمك انت محترفة وراقية ومهذبة جايي الأيام,none
    انتي مش عم تنامي منيح والمرض النفسي قتلك,none
انا بكره الستات وكلامهم وقرفهم وغيظهم وكيدهم وبجد انتو قرف,misogyny
  يا ديعانك,none
    ديما الواطيه الشرشوحة مستحقة وقليل عليكي  ,misogyny
  المذيعه هيدى سافله وماعندهاش ذوق,misogyny
  روحي ربنا يكرمك بمنشار يقطع لسانك اللي مبيطلعش غير قرف شبهك اللي بتقولي عليهم طواغيت دول جزمتهم أنضف من وشك,misogyny
  حى علي امك يا لاجئه يا سكان المخيمات و المهجرين دورى فين بلدك اللي خربانه,misogyny
  انت اصيلة وبنت اصول,none
      يخرب عقلك�,misogyny
  بنسوي مكتبك مطبخ كبير ، تطبخين و تشتغلين فيه,misogyny
 مستخدم      العمى شو غبية وقوقها تفه,misogyny
  بلحة دى تبقى امك يا وسخة يا بنت الوسخه,misogyny
كل النسوان عايزين الحرق كلهم بلا استثناء,misogyny
  عشان تتأكدي من كذبة انو الثورة عابرة للطوائف شرش بيي السنة تحرك متل ما شرش الشيعة بيتحرك لما حدا بقرب على بري والسيد,none
  ليليان انتي لسه عايشه والسبوبة لسه شغالةحاسبي جيش مصر وشعب مصر فوق دماغك وفوق اهلك وفوق اللي مشغلينك بتموت احنا في جيشنا وبنحبه ربنا يخرصك,misogyny
  النسوان النكدية دي بضان و دا معناه ان النسوان كلهم بضان عشان كلهم نكديين,misogyny
  الطنجرة بيضت حالا من جمال منشورك,none
"  الزمي حدودك ولا تتدخلي بشأن لا يعنيك، لن يتنمر عليك أحد ""الي بيدق الباب بيسمع الجواب""",none
نانسي السبع، دايما بتعطيني بشارة أمل ما بعرف ليه، يمكن لأنها رفيقة الكاميرا بالظروف الصعبة والمواقف التاريخية   لبنان ينتفض,none
    بس يا بهلة,misogyny
  مدام صادق منحب منك توضيح على هذا الصورة :///,none
  لن يسقط سلاح الحزب فرجونا شو بدكن تعملو,none
  اعوذ بالله من شكلك يا نجسه,misogyny
  بنت الشوارع,misogyny
    كلن يعني كلن نصرالله واحد منن ������������الله يحميكي يا آنسة ديمة,none
  انت كتلة من التلويث البيئي والبصري 🤮,misogyny
  في دراسة لسا ما اجروها ثبت انو النسوان كلهم مجانين بس بعرفو يدسو الجنون لما بعد الزواج,misogyny
  عنجد انك تافهة,misogyny
  ديما انا بحبك وبس ما بعرف ليش عندك كره لالنا نحنا الشيعة هيدي طائفية عنصرية بحت مش حرية رأي,none
    ليه مين حكي عن المتظاهرين؟ ما تكوني مفكرا وحدك عندك مطاليب نحنا سبقناكم من زمان، انا عم… :///,none
  هاي بالجبل يا حنونة,none
    كللك ذوق,none
  اه يا هبله اه هيدا هرب لانو عرف في انهيار اقتصادي آت ومرعب ؟ انه الهروب من المسؤليه,misogyny
  هو مين اللي بيحضر الحاجات دي بيبقي فعلا فيه ناس بتحضر وتسمعك �,none
  يا م نص لسان حاجي تبثي الفتن,misogyny
      حاج تخلوه يضحك عليكن حاج هاد السيد يلي عم تمجدو فيه ما هو الا عبارة عن خادم… :///,none
  الله يخرب بتك خربتي بلادك يا وجه القرد,misogyny
  بسيطة منشوفك الاحد,none
  انشالله بيقبرك وماتضلها بنفسك,misogyny
  تغيبي فترة وتجي تويتر وانتي سع البقرة الهايجة تشتي مزرعة أثوار لتهدئتها  قاتلش الله ياملكة خيام الرايات الحمر الديدان بتلعب بس قوي,misogyny
  مذيعة هايفة كالعادة جاتك خيبة في تغريداتك يا هايفة,misogyny
  ماذا عن الجيش في العبدة  امراة النظام,none
  كلنا ديما صادق كلن يعني كلن الله يقويكي,none
  خبر تافه من التيار لدرجة الهبل انا كنت احترمكن بس وقت حكمتوا انفضحتوا,none
  صباح الفل يمني وينك ما عم تطلعي على ,none
  اتمني ان تكوني زوجتي يوما ما ,none
  الله يحي اصلك الله يخلي البطن يلي حملك,none
  إنت بالذات اخرسي قبل ما تجيبي سيرة ناس بتشرفك,misogyny
  يا غبية يا واطية قال لا نؤيد إسقاط الحكومة,misogyny
  يمنى الواطية يمنى عم تتعلم تحكينا رح نعملها سنينية ، مغلي ومهلبية و نرقص ع هبلها يمنى الواطية يمنى ,misogyny
  عنجد  يقبر قلبك,misogyny
ياجدعان بلاش النسوان تتكلم ف الكوره وحياة ابوكم بحس ان فيه بلاهه ف الكلام كده وهو طالع حتي لو هو صح,misogyny
       هذي تستهبل ولا ايش ،، صدق ان الحريم يبغى لهم حرق,misogyny
  شو رخيصة يا ديما,misogyny
  ديما انا بنصحك ما تنزلي عرياض الصلح، اذا شفتك مش لح ارحمك,misogyny
  عم تقولي وسط بيروت تسكر مش كل لبنان يا ديما غوغل,none
  وانتي مال ام امك بالبلاد يا أم الفساد اتفوو علي شكلك الخسي يارخيصه يابت الرخصاء غوري ف داهيه تاخد اشكالك,misogyny
  ان شاء الله بيقبر قلبك عنجد,misogyny
  وفقكم الله وتبا لآل سلول وعيال ناقص والجعاربة,none
  الله يحميك يا رب يا نوال,none
  عيب عليكي انضبي تهـذبي,misogyny
  ناطرينك انزلي شوفيهم عالارض,none
  تحية لك ولجرأتك توخي الحذر الله يحميك �❤️�,none
    ومنى لكم كل الإحترام ��❤,none
  انتي هلق شخاخا الله يعطينا عمر تنشوفك بعمر التمانين كيف رح تكوني تفو على اصلك,misogyny
يطول عمرك يا حجة اخلاقنا وتربيتنا ما بتسمحلنا نسبك اذا بنتك غلطت وسبتنا واهانتنا  ,none
  يابنت الصرامي مو هيك لعمى شو عم تخبصي استغفر الله واتوب اليه,misogyny
  شركاء الوطن ���� الحمدلله ان ثورة اللبنان كاشفة,none
  بشرفك سكتي,none
  قلع الله وجهك ياعره ،من انت باصفيقه حتى تتكلمي عن ابن باز,misogyny
        ������ هي وحدة واطية,misogyny
  انت مخطأة فكل شيئ بإذن الله و الله على كل شيئ قدير ابتعدو عن الدين ايها السفلة لا تلصقو به نفاقكم و كفركم,misogyny
  يلاه يا شرموطه اسقطوا عنك الجنسية في بلدك,misogyny
  انا نغرمت فيكي جويل,none
  عنز اليمن التي رائحتها كريهة جداااا شمطاء اليمن رسائل هيلاري كلينتون سوال من شمطاء اليمن,misogyny
  بعد كل كلمه يلقيها السيد تخرج الكلاب الضاله لتنبح علينا استمروا فنباحكم يطربنا,none
    البنت والكوميديا شيين مايجتمعون افهموا ان البنت مكانها المطبخ مب قدام الجوال,misogyny
  معقول الرئيس قاصصلك الشقفة الناقصة من لسانك حتى بتكرهي وحاقده عليه يا مقروطة اللسان وبالعة نص الأبجدية؟ ���,misogyny
  المضل والله وجهك الودر ياعجوز ابليس,misogyny
  المره القادمه سيكون تحرش و ليس تنمر مع إن شكلك مقرف,misogyny
  يا هبله حزب الله بس يقرر ينزل بيغطي لبنان كلو وقادر هول شباب كم واحد استفزهون كلامكم ووساخت حراككم… :///,misogyny
  يا حيوانة مبارح هالثيران كانت عم تهتف سعد سعد  يعني بعدن جحاش متلك مش عارفين شو عم يعلمو ولا لوين رايحين,misogyny
    مع اني ما بحب العنف بس هيدي ايه فكو رقبتها,misogyny
      ربي يسعدكم ويهدي بالكم ويحفظكم من كل شر ,none
  ههههههههه اهم شي القياس روحي انضبي بقا,misogyny
  ياعنز انتي ياقذرة ليس فقط رائحتك اسأل الله ان يرينا فيك عجائب قدرته,misogyny
    هيدي مريضه ومجنونه ��,misogyny
    يسعدلي مساءك الرجال ولا الحرمه النكديه يبغالهم ذبح مع بعض ,misogyny
  يارب ياكريم يثور سرطان في جسدك ويريحنا من عفنك,misogyny
  آه يا حنان آه يا هبيلة,misogyny
  بسلامة سمعك  قال نحن مش مع اسقاط الحكومة ,none
عقليات بناتنا توزن بلد ولله الحمد عقليات البنات,none
  آلله يلعنك شيطانه في صورة إنسانه,misogyny
  سخيفة تافهة منحطة,misogyny
  ديما - الشببحه,misogyny
  يقطع عمرك شو حمارة,misogyny
  متخليكي في بلدك ياوسخه وشوفي حال بلدك ياش ر م و ط ة,misogyny
  عميلة صهيونية منذ نعومة اظافرك ترباية دولة الصهيونية :///,misogyny
  انت خلقتي حمارة وعشتي جحشة ولح تموتي بغلة,misogyny
  إفرنقعي حثالة بني صهيون,misogyny
نيكول الحجل تلجأ إلى الـ  للوصول إلى الـ (صورة)     :///,none
  مره تانيه تافهه بجداره,misogyny
      عيب هيد الكلام هل هذا هجوم علي لاني سني وبحب اخواني السنة بلبنان يا سيدي الله… :///,none
ضبوها ل نانسي السبع رح ترمي الفتنة شكرا سمر بو خليل للتوضيحمش مسلحة بس كأنو نانسي هسترت :///,misogyny
    ما خصنا هول رفقاتك �,none
  مع من سهرتي البارح ؟ عساه جمل بس ,misogyny
  بشرفك يمنى اسكتي شوي وبلا ما تزايدة ع كلام السيد والله قرفنا,misogyny
    بونجور و بونسوار ديما ������,none
      هي بلبلة الثورة فيها تحكي شو ما بدها �,none
ياجدعان يلعن ميتين كائن الستات ده والله كائن وسخ و متصنع و تافه و غبي و فيه كل الصفات الوسخه,misogyny
  مسكينه المذيعة خايفه يشحطوها من شغلها,none
  العورة مكانها المطبخ اسالي اي طفل بالشارع قليله انا وين مكاني حيجاوبك ويقوي شطلعك من المطبخ🤷,misogyny
  قلتلك مرة المطبخ احسن لكالولد الشقي بجيب مسبات للعبة السيد نصر الله ثقتنا,misogyny
  خلي دمدومي تشوف ديعان هالطلعه مبارح ����‍♀️�‍♀️  ,none
  انتي كذابة :///,misogyny
  احسنتي يافخر االيمن والامه الاسلامية كلام صائب,none
  نشالله طريق بيتك يصير معابر ممنوع المرور عليها,none
  دار راسك وخبط بحيط ان شاء الله ياقليلة الحياء يابهيمه ياضاله تفووه عليك ياوقحه,misogyny
  نفسى تبقى قدامى الان لاضربك باوسخ جذمه واتف عليكى مليون تفه جاتك مصيبه تشبلك وكل اشكالك,misogyny
  من انتي يا زبالة يا خنزيرة لحتى تتدخلي بدولة الحرمين الشريفين,misogyny
  ان شاء نحتفل جميعا وقريبا جداااا ورأسك معلقه علي باب زويلة ياانجس ماأنجبت اليمن ,misogyny
  هذه ليست اعلاميه هذه انسانه حاقده ومأجوره لم ولن تكف عن ترويج الاكاذيب خدمه لمشغليها,misogyny
  قال لن يسقط العهد راجعي معلوماتك يا تافهة,misogyny
  و اللي طردك من مصر الاخوان فاهم فاهم,none
  أقول الله يجعل اكبر ثور في العالم يدوسك ياخبيثه,misogyny
  من أنتي أيتها النكرة حتى تتطاولين على عالم من علماء أهل السنة,misogyny
  ما قصرتي بس عبث بيقولولك الدني عم بتشتي,none
  انت المصاري فوقك وتحتك شو فارقة معك؟,none
  بتخيل شفتي اعلام الحزب بالشوارع بس خلص الخطاب او حضرتك عميا�بعتذر من كلمة حضرتك,none
  ان شاء الله بيقبرك و نرتاح من قرفك,misogyny
    ام نص لسان ويبتقرط حرف الراء �,misogyny
  أكثر من هذا السقوط؟؟ المهم ان يسقط زعمائهم,none
  اوكي خينا فواز,misogyny
  لاتنسي تغسل اسنانك بتراب وكلوركس حتى مايغمى على الحضور,misogyny
  يا حمارة ما لقيتي تعلقي إلا مع بيت شمص,misogyny
    الله يحميلك عيلتك,none
  قلوبنا مفتوحة الكم ،،،،،، مين انت شو تاريخك،؟؟ هههههههههههه شحار خليكي مع الهبل وخلينا مع لكبار يلي عندن… :///,misogyny
  تبقي سجليهن عا لوح تلج وشوفي شو بيطلعلك ان مفكره انتي غير الكل يعني كل الصحافيه تبهدله او جمالك غير شكل مصدقه حالك,none
  شو فقيرة وقلبك على الغلابة,none
    طيب عالقليلة تزبط معك شي خبرية وحدة شي يوم :///,none
    الله يكون معكم و يحميكم,none
    وأنا شو فرقانة عندي عيد ميلاد نادر هبلتك كبيرة,misogyny
  شكرا ديما كلامك عن طرابلس نابع من القلب و بتمنى ارحع من الغربة باسرع وقت تا اقدر شارك بعالعرس الوطني لبنان ينتفض,none
  يقطع عمرك م اهبلك,misogyny
  هذا التنمر هو بتوجيه بريطاني لتلميعك,misogyny
  ليكي في فيديو بيفرجي انو ما قرب عليها اصلا يا دجالة يا عبيطة ولا قرب صوبها ��,misogyny
  لو بتسمعينا سكوتك يا إم نصف لسان بعد ناقصنا هيك بضاعة عتلانة هم النازحين,misogyny
  الله يحفظ بيرووت ويحفظك ياملكه بيرووت :///,none
  يا صحافيه يا محترمه احترمي رآي غيرك بلا تعصب,none
  يا جحشة هيدا يلي فهمتيه من كلام السيد,misogyny
  بس فعلا مظاهرة ضخمة ببعبدا الاحتفال بدا والحشود لا زالت على الطريق,none
  يا واطية و يا احقر الناس انت  تفه عليكي و عليها ,misogyny
      طلي عند هودي شوي ، حاج حاطة راسك ب شباب حزب الله,none
  الله يسامحك يا حاجه ديما,none
  المرأة في الاسلام لها كل الاحترام والتقدير بس حاس انا انك غبية و ناقصة عقل لانك لم تفهمي معنى الحديث,misogyny
    واطيه يا ديما,misogyny
  ايه والله معك حق الزعران لي مسكرين الطرقات خربوها لعاصمة الشرق❤,none
  تتمني التنمر والتحرشلكن منهو الاعمى اللي حيعمل كذا🤭,misogyny
  مصر احلي من اياام الخراب اللي كنا بنشوف وشك اللي زي الغراب خليكي في ثوره لبنان  وخلونا نبني ونرجع الشغل من تاني,misogyny
    هيك بتحكي عن شركائك بالوطن  كاذبه حربايه متلونه,misogyny
  بزقة قليل عليكي تفة,misogyny
  اكيد يمنى هل الخبر انا بشك انوا هول شباب الحزب هول شبيحه بري وبلطجيتوا,none
  ست يمنى ، إذا الكلام المسيء له تبعاته القانونية بهالأيام كتار لازم يتحاسبوا وخصوصا من هم في الساحات,none
  انت وحشة ����,misogyny
ما حدا يلوم ديما صادق، لأن إذا ما حكت عن صرماية السيد بتتشردق ب سمها و بتموت   ,misogyny
    لك حتى بالتحليل فاشلة �,misogyny
        نزال عالارض بتعرف مطالب العالم,none
  خليكي حرضي واطية يا واطية,misogyny
      العمى بعيونها بدل ما تقول ادعموا الجيش اللبناني من يعتدي على الجيش اللبناني خائن ويجب محاسبته,misogyny
  رح تضلك شرشوحة لو بعد مليون ثورة,misogyny
  ديما ما تنسي اليوم عندك صيد,none
  وفقك الله وحظك ورعاك يا بلقيس اليمن العضيم,none
انا بكره دكاترة الجامعة الستات اوى مبحبهمش من زمان لله فى لله كده,misogyny
  مثل القمر طلتك ���,none
      نصر الله أكبر منافق وهو المسبب الأول للفتن هذا عميل إيران لا يرد الخير للبن… :///,none
    عم تتهم أهل طرابلس انهم عم يثيروا الفتن,none
    شرشوحة طنشيها �,misogyny
    صحتين اكلتو اتلة مرتبة وان شا الله لي جاية اكتر,misogyny
  يا ثوار المحن قوموا علنسوان :///,misogyny
  و كما قال سعيد صالح الله يرحمه  ربي عيالك  ربي عيالك  ولوح بيده في الهواء,misogyny
  يلعن مساكي وصباحك,misogyny
  جيتي تتكحليها قمتي عميتيها ايش بها هالرسالة كا ديما؟؟ ايش بدك ياه يطلب من تيارو نزال عربد وعمول مشاكل م… :///,misogyny
  ألم يبقى في وجهك شي من الحياء وكل هذه الردود تصفعك الصفعة تلو الأخرى الاجدر بك ان لا تغردي مرة أخرى وأن تتواري عن الانظار,misogyny
  نشالله بيقبرك كلك ملعونة,misogyny
  و العمى ما اتقل دمك,misogyny
  انت حرام تحكي اصلا,misogyny
اسوء حاجه حصلت في اخر  سنين بعد  يناير ان الستات اتكلمت في الكورة ,misogyny
  اقول ارجعي بلدك وحرريه من الحوثي بعدين طالبي بثورات بدول ثانيه يا ناقصة العقل والدين,misogyny
  ايه اكيد بدو يحكي عن النازحين لان هيدي وحدي من المشاكل بشرفك قليلي قديش دفعينلك لتحكي هل حكي و و حياااة الله ما بخبر حداا�,none
  ست ديما ، الإستقالة لوحدها ما بتكفي ، بعدها ناقصة ، قوليلهن يمشوا للآخر  يسعد صباحك  �,none
      من جد حريم ما ينعطون وجه,misogyny
  سوال ويش دخل امك ببلاد الناس ما كفاكي خربتي اليمن وفحطتي تركيا امانه تستاهلي دعس حمير,misogyny
  الجاثمون دائما في عز الثوره يأتون بخطاب منفصل عن الواقع,none
  بليز لو بتوعي وبتنضج شوي مهنيا قبل ما تحكي,none
  لو درت عنك لجين لبصقت في وجهك,misogyny
  اشم ريحتك المعفنه مجرد ماشوفك تغردين,misogyny
  لا واثقة من نفسيها� الله يشفي كل مريض,none
    عندما تغلبي تبعيتك على وطنيتك و عندما تعبدون الصناءم انه الوطن المقدس �� كفا بنظريات… :///,none
  يا الله طلعتي طرشة كمان حرام ,misogyny
  بدك صباط  احسن قولي من الاول,misogyny
  روحي شخي ونامي احسنلك,misogyny
  لو لي سلطه حرقة النسوان كلهم الا امي ,misogyny
  كلي زق ياسحلية شوف مين يتكلم على الديموقراطية الاخونجية هزلت,misogyny
  ديما صادق فخر الاعلاميين سقط من زمااان من وصار تحت الطاولة وهالا هالا هالا هووووو,none
  صار يطلعلك حس يا منحوسة,misogyny
  هددوه بكشف فساد بري  قام بلع لسانو,none
  موتي في غيظك يا فاجرة القرار اتخذ وعلى الجميع تنفيذه بالطرق المعقولة دون عنف وإلا الحسم… :///,misogyny
  لعنت الله عليش من يومنا هذا الى يوم الدين,misogyny
  إذا متظاهرين من جمهور المقاومة بتسمين مجموعة فش خلقك ليه هول ما عندن مطالب ومش موجوعين والله بس اللي عم يرقص ويسكر موجوع,none
  يا بريئة,none
  لعنة الله عليكي يالبوة خربتي البلاد والان تدوري بعد خاشقجك,misogyny
    العاهرة الليلية�,misogyny
  من انتي ايتها الدنيئه حتى تتكلمي عن نريد نحن الشعوب العربيه نريد تحرير فلسطين وانهاء الاحتلال الصهيوني,misogyny
  ما اذكاكي اووووووف بتعرفي بالمونتاج واااااو شو خل الثقافي مش شعر بدنا طيب خلص يلا رجعي على الخسة,misogyny
  بس فيكي تشرحيلنا يا نابغة بالسياسة شو عم تحاولي تعملي؟؟ عم تحرضي لاءنشقاق الجيش ؟؟ إذا بعد في ذرة أمل يظ… :///,none
      انتي هيك بتحسي روحي شخي ونامي,misogyny
  مبين عليكي انو عندك خبرة كبيرة برافو بس انتي كنتي عم تتفرجي مش عم تسمعي ما يا شطورة ����,none
  يعطيك العافيه ويموتو في غيضهم كل من عارضك او اوجعه راسه من تفوقك العظيم,none
  فشرتي نحنا الشيعة ما منطلع من تيابنا  نحنا أهل المقاومة روحي انضبي بقا,misogyny
  برافو انتي بطلة مناضلة,none
  ديمة القناعة، كلمة الحق، نحن معك حين تجتمع الثورة والأنوثة هذه ديما ودعيهم يتمزقوا بغيهم,none
  يصحلك انو يبزقو بوجك  ما صارت لحدا هاي بعدين  هيدي اصغر نمرة عنا وكمان بصحلك تندعسي فيها,misogyny
  الخير قدام بل اخر انتي عندك مؤسسه تدفعلك,none
  العمى بقلبك شو ما عملتي بتضلك شرشوحة ، انضبي خلص شرشحوكي ديما الشرشوحة,misogyny
  من سنن الزمان أن لايتعرض لعلماء الإسلام الكبار بالسب الا السقط والجهال واصحاب الهوى وطويل وطويلة اللسان مثلك تفوووووو على وجهك ياشمطاء,misogyny
  الله ينصركم ويعطيكون الف عافيه وما ضيعلكون تعب قلبنا معكم ومستعدين لدعم اذا عم يحكو فى تمويل اى رح نمول… :///,none
    ديما بلا تحيتك من طرابلس تقدمي للجنوب وزوريهم بالمستشفيات وشوفي شعبيتك اديش كبيره  اذا ما… :///,misogyny
      وليه من فترة كانوا نصابين و خلص المدري كم جيغا ب  ساعة جاي هلق تعمليلن دعاية ؟,none
  سكري بوزك يا عاهره,misogyny
  وش احباب الله جعل وجهك يمتلي حبوب يارب هذولا مايدرون فين الله اصلا مانقول غير الحمد للة علئ نعمة الاسلام الذي نبذ العنصرية بيننا ❤️,misogyny
  ديما، ثقفة من حمل السلاح؟,none
  انزلي انت والكلب جوزك والكلاب الصغار اللي عندك بالبيت حاج تضحي بولاد العالم ,misogyny
    قريتي التاريخ يا يويو فيئي مطولة السهرة بلرقص,misogyny
  مافي جديد سخيفة وواطية تفه,misogyny
  الفتنه تمشي بدمكم يا الاصلاح  اشعلتوها ثوره وفشلت والان تحرضو ع السعوديه الي تحميكم من الحوثي حذاء بن سلمان اشرف منك مع الاسف,misogyny
  انتشاله بيقبرك تنخلص من دين الفتنة العمى كل شي عم يصير من وراكي و من ورا امثالك,misogyny
  نورتي طرابلس ست ديما اهلا وسهلا فيكي,none
