id,text,Majority_Label,label
12709,يا خسارة سفينة البابا نوال كانت تحمل هدايا لاطفال غزة ففجرها وحوش ولاية سيناء يا لهم من من اشرار,1.0,not offensive
12710,إن تعتقد بأن أهل السنة يحتكرون المعاناة في العالم فأنت مختل عقليا وأناني بامتياز..,1.0,Racism
12711,اش هاد الزبل لي ولينا كنشوفو و عادي تفو تفو تفو,1.0,Verbal abuse
12712,@User.IDX سؤال محيرني ؟؟؟؟؟؟؟؟؟ ماذا تحت البرج ؟؟ جواب خبيث !!! كنز العرب ... الكتب .. العلوم التي استفادوا منها واخفوها عن العالم . حتى لا يعلم العالم انه علومنا !! كان بعض منها لدى انسترداموس !! خُبث دا ولا مش خبث !! <url> ,1.0,not offensive
12713,روحوا بلطوا البحر...القائد باقي.,1.0,not offensive
12714,تحية كبيرة لرفيق بوبكر الله يكتر من متالك.... سيري يا الشميكيرة ياااا الميسخة يحساب ليك غاضربي الهمزة ساعة ضربتي غا حياتك تفو غززاك فيك الحال وعبر عليك 👍👍👍👍,1.0,Verbal abuse
12715,@User.IDX دفع أهل مصر المسالمين دفعا لكره الحياة و كل مناحيها. آخر من كنت أظن بأنه مستعد لتفجير نفسه هو المصري و لكن و بفعل ضغوطات العسكر و داعميهم مساخيط آل نهبان و ولاد سعود عميل الإنجليز. للأسف المصيبة لن تتوقف عند هذا الحد فهناك ملايين المصريين لم بعد,1.0,not offensive
12716,@User.IDX الجزيره في السابق قلتونشروه ثم قطعوه ثم بالاحماض اذابوه.ثم رموه في حاويات القمامه وهاانتم تولولون تقولون بالفرن احرقوه مرتزقة ماعندكم الاالكذب ولأنه قرب رحيلكم لن تدعون قول على مستوى عقلياتكم وتربيتكم وثقافتكم الوضيعه الا واتيتم به • لكن الحقيقه,1.0,not offensive
12717,قلت يا اخي هذه الصورة تجمع زوجين في الحلال ولكن للاسف هما لم يتزوجها بالحلال بل علاقتهما في الحرام ونتجت،عنها طفلة كما تقول الشريعة بنت الفراش يعني بلغتنا الدارجة لقيطة وبنت الزنا للاسف لان يا اخواني لا بد أن تفهمين دينكم الحنيف لا بد من توثيق الزواج بالشهود وعدلان العاءلة من الزوج والزوجة واخذ رأي الفتاة بأنها راضية عن الزوج وكل هذا مذكور بالقرآن الكريم وغير هذا كله حرام ولا يلمس خطيبته حتى يكتب عليها ويعطيها صداقها وبالنسبة لليلى فإن والديها ارتكبوا ذنبا كبيرا لأنهم قدموا ابنتهم لهذا المحامي بدون اي شرع وغضب الله شديد,1.0,not offensive
12718,الله يعطيك الحبس ياوجه حبس,1.0,Verbal abuse
12719,اقتلوا و دمروا یا داعش العزیز کل من شیعه و الفرس لان الایرانیون اشد کفرا و نفاقا و اترکوا بنو صهیون لانهم عباد الله و هند سوم و گوگولی مگولی.,1.0,religion_off
12720,ياربي واش هد زمان هو كيقول راجل وهي رداه بنت تلفت,1.0,not offensive
12721,شنو دبا هد المرض واش لي حصل يمشي يعيط لشوف تفي او يبدا يبكي 😠😠😠😠😠😠 ربو ولادكم مزيان على الاخلاق ، وتحمل المسؤولية ديالهم ، بارك من الشكا او لبكا,1.0,not offensive
12722,@User.IDX الأهمال من الحوثي يا مرتزقة الأعلام وقوافل الأعانات من السعوديه والأمارات على مدار الساعه ولكن أعمى بصيرتكم الحقد على السعوديه والامارات حتى لا تقولوا الحقيقه؟ ,1.0,Racism
12723,يلا واحد عندو 11 عام و لاخور 10 و هي عندها 22 فوقاش تزوجت من كانت عندها 12 عام ههههه,1.0,not offensive
12724,ههههه   مشي  غير    دارالبيضا   ليفيه  ديعار  داب  نتوم  بندم  ليكتشوه    بنتكم  تفو  شوهتو  المغرب,1.0,Verbal abuse
12725,"جمعة مباركة 💕
يا من تقراء تعليقى أسأل الله العظيم رب العرش الكريم  أن يبيض وجهك ويعلى شأنك ويرفع قدرك وينور دربك ويبارك في عمرك ويرزقك من حيث لا تحتسب و يشفي مرضاك ويرحم موتاك ويبارك في مالك وأولادك ويحقق أحلامك ويعطيك كل ما تتمناه  ويدخلك الجنة بغير حساب وأن تلقى الله على رضاه فليس في رضى الله الا الجنة المرجوا متابعة قناتي فضلا وليس امرا ❤️جزاكم الله خير في الدنيا والآخرة 🙏",1.0,not offensive
12726,فايت شفت فيديوهاتك سحابلي ممزوجاش و الله يرد بيك فيديوهاتك كارثة كتبيني غي المؤخرة ديالك صافي,1.0,Misogyny
12727,ممربياش وحتى مها داتها غ ف الخاوية,1.0,not offensive
12728,تماما مثل الأب الروحي المافيوسي يقتل رفاق العصابه بلا تردد لخدمه مصالحه الشخصيه الصهيونيه. مصيرك بلا شك معروف لديك ولا مفر منه,1.0,Racism
12729,انا ضد عينين تاتا قلبا وقالبا ولكن برافو عليها من ناحية وحدة وهي تسدو فين ما مشا ميحمر وجه  يجري حتى يعيا لافلوس لا املاك لا ....... وطلقاه يبعبع حتى يعيا من حقها جرات وجمعت وفي الاخر  يجرا هاذ الشي غير ربطوهم وتهناو وخا يبات برا انتي نعسي مرتاحة,1.0,not offensive
12730,رشيد رفيق  عتارف بي ولدك  را دنيا دوارة  حرااام علك  وكما تدين  تدان  عدك بنت  وغ يجيب ليها الله لي  يضحك عليها,1.0,not offensive
12731,حسبي آلله ونعم الوكيل  اش هذ الزبل,1.0,not offensive
12732,@User.IDX يوجد خطوط مزحومة وخطوط ماحصلت مسافرين يعني اجرو طائراتها على قرد وغان ,1.0,not offensive
12733,عميل ايراني بامتياز ولا تصدقون كل ما يقول فهو ثعلب يستعمل التقيه الشيعيه,1.0,Racism
12734,لاجل خدمة شعوبهم يا مفلسف وقارن شعوب الدول المتقدمة بشعوب الدول المستعمرة كمثلنا,1.0,Racism
12735,هاد السيد حنين وحتا هاد بنت انسانة متواضعة وقلبها زوين,1.0,not offensive
12736,"ياجزيرة! الصورة...المقر الرئيسي لهيئة مسلمي المجر تبرع بشرائه أمير قطر السابق الشيخ حمد بن خليفة ورفض إطلاق اسمه عليه .
هو أراد ذلك, وأنتم فضحتموه الأن",1.0,not offensive
12737,"ملحق يمني تخصيب قصف صباح عودة قرارات :
ـ ضحك حُسن النوايا تصدير وآستنساخ بكاء ولو بعـــد حين ٠",1.0,not offensive
12738,والله لو  تخلى الإخوان عن سلميتهم لما بقي أمثالك يجلسون أمام شاشات الكمبوتر دقيقة واحدة,1.0,not offensive
12739,بغيتلك دقات عمتي لي امشو اصغار .يا شوف تيفي بركة من شوهة واش ناقصنا غير زامل على قلة المواضيع بي تجبدو فيما كان شي شوهة جيبها شوف تيفي والله ما بقى عندنا الوجه هنا .وناررررري على مراكش اش ولت اطلع سلامة,1.0,Verbal abuse
12740,خاص بنت تاهيل نفسي راه باين انها بنت وبحكم اختلاط مع ولاد وبحكم انها ساخطة على وضع تتفضل تكون راجل,1.0,not offensive
12741,الله ينعل الي عطكم هد الصور الفضحة ويشوفها المغرب كامل التي لا حياء فيها ولا احترام ولا ادب هدشي  راه خصوصية ومشي بهدشي غدي نصدقو انكي متجوز بيه هدشي راه حرام عطيا تصورك ونتي بشوميج ونتي بستيام ونتي تبوسي معاه هدشي حرام يشوفوه الناس,1.0,Verbal abuse
12742,اعراض نساءنااغلى من مليارات ابو بيكاسو ....,1.0,not offensive
12743,لعنت الله علیک و علی خلیفتک ابوجهل البغدادی و ابورجب العاهر الترکی,1.0,Verbal abuse
12744,حوا فابور كيزوج,1.0,Verbal abuse
12745,بصاح مكانش مراتح مع نصابو ولكن كان مرتاح مع ليلى و دليل جابت منو بنت,1.0,not offensive
12746,سرك كتر من هكاك نتي ماشي بنت نااس,1.0,not offensive
12747,قناة مفبركة تابعة لقطر والجزيرة وكل من فيها منافق ,1.0,Verbal abuse
12748,شوف وجهك كيف دايرة تفو . سيماهم على وجوههم هضرتها كيف دايرة ( كنا قصارين ) موالفا الليل .,1.0,Verbal abuse
12749,"ه ذشي مامنو والو غير قصة مصطنعة باش يطلعو البوز 
بنت بغات تبان وعطات لمغني عشرة دالمليون ودار ليها السماوي مابقاش عرفها وعمل بلوك",1.0,Misogyny
12750,"اليكم سؤال طريف اخر لم ينقله موقعكم الكريم:
كم وصلت نسبة التصويت في الأنتخابات الأخيرة لبرلمان قطر؟",1.0,not offensive
12751,@User.IDX اسلام عبد الوهاب هو فقه البداوة ليس له علاقة باسلام محمد بن عبد الله صلى الله عليه وآله وسلم . صرف المليارات من اجل تعميم ونشر هذا الفكر المتخلف .والان يتم احتواء هذا الفكر النتن بعد ان عطل الحدود والحياة . ,1.0,religion_off
12752,ماذا ينفعه هذا التكريم ان كان مقعده في جهنم,1.0,not offensive
12753,يجب أن تتوقف هذا الحرب العبثية الأن قصف الأموات فى القبور وقصف منازل فارغة للرئيس  من الأصل مخلوع محروق لن ينفع...فإنكم القطار,1.0,not offensive
12754,افلست بزرع الارهاب بشعوبنا وبثورة على عملائهم لكى لا يسقطون,1.0,religion_off
12755,حامض أصاحبي حاول طلع Level  شوية 🤮,1.0,not offensive
12756,حان وقت العين بالعين والبدء بعباس !,1.0,not offensive
12757,بقاو فيا غي عائلتها اما هي يعطوها حتى الإعدام تستاهل,1.0,Verbal abuse
12758,هذه الاحكام القاسية بالاعدام ستوقد شرارة ثورة طوفانية ستقلع الفساد و تنظف مصر من قاذورات حثالة العسكر و أذنابهم من عبيد البياذة وأصناف الديموقراطيين المعادين لحرية الشعب المصري فانتظروها,1.0,Verbal abuse
12759,وسيري ستري راسك الله يمسخك تفو على مستوى كتنزلو علاش هاد شي كاما كتشوهي فراسك وراجلك وعائلتك لاحولة ولاقوة الا بالله العلي العضيم,1.0,Verbal abuse
12760,عاما على قصف التحالف الصليبي لنا  وما زادنا  الا ثباتا وما زادنا الا ايماننا واحتسابا  والله الحمد والمنة,1.0,not offensive
12761,نسيت  يا أردوغان ان تذكر ان الجزيرة اصبحت بوقا  للجماعات الارهابية الكردية وتعتبر ان العرب والتركمان الذين اسرتهم هذه الجماعات الكردية العميلة أسرى دواعش,1.0,religion_off
12762,قطر اول دولة تدعم وتمول الارهاب كس امك موزة ما اكزبك,1.0,religion_off
12763,الله يعطيك غي دل انتي وياه مشات رجلة,1.0,Verbal abuse
12764,كانطالبو الاطباء يشوفو من حالت هاد البنت مسكينة راها مريضة نفسيا بواحد المرض غير كتبو فيويتوب اضطراب الهوية الجنسية و غادي تفهمو المعاناة ديالا,1.0,not offensive
12765,البطريق المعمم...,1.0,not offensive
12766,كس أم ابوتريكه,1.0,not offensive
12767,البرتوش يالا الروعة 😍😍😍😍,1.0,not offensive
12768,نوضو العيالات ضربو بيجامة طلعوها فسليب هادي هي الخدمة اويلي اش هاد الشوها  تيفي علاش وراو هاد الجوج مستوى منحط,1.0,Misogyny
12769,يلا ،،،، فرحوا المصاروة الغلبانين فرصة يشحتوا شوية وطنية وإنتماء للسيسي الزبالة بقطع العلاقات بين السعودية وقطر سيجد كل مواطن مصري خبز كفاية وسكر و ارز وقوطة وسيشفى كل المصريين من مرض التفويد وفيروس سي وسوف تتحول مياه المستنقعات التي يشربونها الى بلسم ولن تضطر بناتهم لحمل المطاوي في شنط اليد ليحمين أنفسهن من التحرش فليتابعوا عمرو اديب وزوجته واحمد موسى كي يتزوّدوا بوقود الوطنية المفروض على الجاهلين من أمثالهم ,1.0,Verbal abuse
12770,انهم يشوهون سمعة الاسلام بصوره لا يوجد أقذر منها. انهم يحاربون الاسلام في ألمانيا كما سمعت من طبيب كردي بطريقه لا يمكن أن يوسامح بها.انهم يعملون مع الصهاينه و يقولو ذلك.,1.0,not offensive
12771,الله يرحم الوالدين على وجه دوك الوالدين متبقاوش تنشرو الفيديو,1.0,not offensive
12772,@User.IDX بجد ياجماعة كرهت نفسي ، كيف لو كنت مواطنه مصرية !! ليش الاستهانه بعقول الناس بالشكل هذا مو خطاب ولا اثنين اوقات افكر ان هذا تمثيل مو حقيقة او استهبال او فوتوشوب اي شي الا انه يكون حاكم دولة يحكي بكل جدية ,1.0,not offensive
12773,من حقوا اتزوج المرة تانية حتى في دين و انا كون كانت بلاصة مراتو الاولى  ماشي البنت مسكينة مناش انتقم راجلي هو الاول اما البنت ضحية وهبيلة هههه كون عندها العقل مشات حتى لتركيا و راجعت لزبل تزوج مو تركي كون دابا راها مرتاحة ولا هد الشوهة,1.0,not offensive
12774,نعل الله المتشبهين بالرجال والكتشبهين بالنساء تفو على بنادم او على هاد القناة,1.0,Verbal abuse
12775,خطاء مرسي القاتل ثيقته في من عينه وزيرا للدفاع والخطاء الثاني القاتل فمن عينه على راس المحامين  وهو الملقب بالعواء انه جرح غائر قاتل بلا الم ارجوا النشر,1.0,not offensive
12776,يا لطيف لبلاد تناكت,1.0,Verbal abuse
12777,ربما جمعت اكبر مشاهدين منةفيديوهاتها السابقة التي فقط كانت تظهر دبرها فيه بعد الذي تعرضت له.اللهم لا شماتة،نسأل لك التوبة,1.0,not offensive
12778,الحقوق تؤخذ ،بالقوة أحيانا،و لا تعطى,1.0,not offensive
12779,الحوثي قتل و احمد صالح انقلب علي الحوثي و اعطي قوات التحالف احداثيات موقع اجتماع قاده الحوثي فقتل معظمهم.. النصر قادم و يا خيل الله اركبي,1.0,not offensive
12780,@User.IDX هو يعني دعم قطر وتركيا للإرهابيين حلال ودعم مصر والسعودية والإمارات للجيش الوطني الليبي حرام ، ليه يا خنزيرة 🤫 ,1.0,Verbal abuse
12781,ملة الخونة,1.0,not offensive
12782,نصيحة  في وجه الله سير تعالج قبل ما يفوت الفوت هدا هو فيروس كورونا ليما عندو دوا,1.0,not offensive
12783,اش هاد العناوين ديال الويل وكمامر الويل,1.0,not offensive
12784,شكون ضحك على هاد المخلوقة وقاليها عندك  لاطاي واعرة هههههههههه تفو ايخ,1.0,not offensive
12785,والله غريب ... صدام حسين طالوه من الحفرة وانت مو عارفين يصيدوك,1.0,not offensive
12786,"الله امسخك
راك كدوي على بنت   شوهتيها",1.0,Verbal abuse
12787,واضح تماماً أنك لم تتعلم شيئاً..نعم أخطات أمك كان الأولى بها أن تضربك لعلك تفهم,1.0,not offensive
12788,🤮Chouf Khikhi 👎 Rabi yantaqm Mankom 🤲🤲🤲,1.0,not offensive
12789,فخار يكسر بعضو,1.0,not offensive
12790,الله يعطيك غير الدل,1.0,
12791,خوتي ديو معا هاد  بنت  عفاكم,1.0,not offensive
12792,عقلية دالخرا,1.0,Verbal abuse
12793,شوف الناس فين كتخسر لفلوس اوواحد ماعندوا تا ما ياكل,1.0,not offensive
12794,اوى الله يعطيك الدل من عندى,1.0,Verbal abuse
12795,غير كتكذبي دخلنا الاطيل من باب الاخر كنتي بعد توجدي الديسكور ديالك,1.0,not offensive
12796,ثم تخرج العاهره فيروز زياني مع سيدها عزمي بشاره ويعطوننا دروس في القوميه العربيه,1.0,Verbal abuse
12797,الخونة والارهابيين احسن جزاء لهم الاعدام,1.0,religion_off
12798,قناة الابتزاز شوف تي في يجب كشف هويتك عوض تحريض الصحافيون الفاشلون ديالك على من يجلب الخبر يفوز بدرهم,1.0,not offensive
12799,المفروض أن تأكل حتى تعيش لكن الأغلبيه من البشر عايشين عشان ياكلو.,1.0,not offensive
12800,تقدر تكون بصح البنت ولات ولد بحال نوره اللي ولات نور بنت واحد الممتل مصري,1.0,not offensive
12801,يستاهلون هذا درس لهم لمن يلعب بالنار.,1.0,not offensive
12802,الله يعطيك الدل المدلدل حتى الادنين,1.0,Verbal abuse
12803,"ختي انا مزوجة سنوات عمر درت صور عريانة حتى بيني وبين الله.وكيفاش هو لي صورهم وفي تلفونو وقالك سيفطي لي  صور .هدشي متيدخش راس .هدا اما فو كونت  تيجبد صورك او شي حد داخل من تلفونو تيقولك سيفطي صور عريانة.
نكرر اختي بغض نضر على كلشي راك ضالمة لي تعارفتي مع واحد مزوج من حسن حض مراتو خدامة اما كن تلاحت لزنقة مع ولادها.
نتمنى مدفعش بنتك تمن غلطة ديالك ويتعطاها نسب وتعيش بحال جميع اطفال",1.0,not offensive
12804,الموت لامریکا و اسرائیل و السعودیة و القطر,1.0,Verbal abuse
12805,@User.IDX يا اولاد الافاعي يا انجاس قطر من احضرت الارهابيين الي ليبيا وموتوا بغيظكم لقد انتصر الجيش الوطني الليبي والمصريين جميعا يهنئون الشعب الليبي عاشت الايادي ويسلم المشير خليفه حفتر ,1.0,religion_off
12806,و كفات pro hada 😂😂😂🤣😂🤣🤣,1.0,not offensive
12807,ألتهم الحلوى... ديال عيد الميلاد ههههه,1.0,not offensive
12808,لي شاف تعليق ديالي بغيت ليك شي فرحة أو بغيتلك أمك تكون سيدة من سيدات الجنة يا رب ❤ تعاونو مع ولد بلادكم بأبوني في القناة فضلا و ليس أمرا 🙏❤,1.0,not offensive
12809,نساو لحرام و لحلال و الشوهة، فين هو الخصر ديال الراقصة، تفوووووو، قلبيها شيخة حسن ليك ديك لكرش تعاونك .,1.0,Misogyny
12810,ياربي.سلامة واش.هادي مسلة بنت مسلمة أعود بالله,1.0,not offensive
12811,انت لي بغا اختي لافوت ديالك,1.0,Misogyny
12812,عرفتي علاش هبطتي باش تقرا لكمنترات حيت ربي بغاليك هاد الدعوة سير الله انجحك ويوفقك وبغيت لميمتك شي حجة 🤲🤲🕋🕋 ألا فرحتيني بإشتراك بغيت ربي يفرحك.....,1.0,not offensive
12813,قمة الذل والهوان  ، يطلب من كافر أن يحميه من كافر,1.0,Racism
12814,علاش تزوجتي ادك ادومة. واخا. تعيش غير بلخبز او اتاي اش هدا زمر,1.0,Verbal abuse
12815,"قال الله تعالى ""اذا رايتهم تعجبك الاجسامهم وان يقولوا تسمع لقولهم كأنهم خشب مسندة يحسبون كل صيحة عليهم هم العدوا فاحذرهم قاتلهم الله أن يوفكون صدق الله العظيم"" الآية تنطبق على هذا الكذاب أشر",1.0,not offensive
12816,و سير الله يمسخك هيا الطبيبة و المحامية و المهندسة و القاضية و زيد او زيد صافي ما صالخاتش  للزواج. صافي غير الباغيات صاحبات روتيني اليومي اللي اهتمامهم  منحسر غير في المؤخرات و المقدمات هما اللي  يصلاحو للزواج. ايوا زيدها في بالك هادوك غير نزوات عابرة وهاد المحامي خير دليل شبع و رجع كيجري عند مرتو قاليها عتقيني,1.0,Verbal abuse
12817,الوسخ و الله,1.0,Verbal abuse
12818,الذين نسو المعنى وتعودو على الذل اربعه حاليا وربما العدد قابل للزياده فهم معذورين فلم يتعلمو معنى العز والكرامه.,1.0,not offensive
12819,"مصر ليس فيها قوانين والمصريون يقتلون خارج القانون أما هذا القانون الإجرامي مقصود به باقي الافراد اللي ممكن يتظاهر ضد الاوضاع السيئة مستقبللا 
لايمكن يكون فيه تقدم في ظل الدولة القمعية",1.0,not offensive
12820,يا ربي ياخذ هاد شوف تيفي و هاد الكمامر تفو على حالة و على نيفو الله يرحم البصري و الحسن الثاني,1.0,Verbal abuse
12821,والله إلى مرض أو وباء اللي كيجي من عند الله احن وارحم ولكن أصعب وأقسى حاجة ملي كتشوف فلذة قلبك كتعذب أو كيتعذب ومعندكش الجهد داويه نفسيا وجسديا والدولة في هاد الظروف ممسوقاش زعمة حسبنا الله ونعم الوكيل وصافي.,1.0,not offensive
12822,سلام عليكم أحيبتي في الله معكم أخوكم من فلسطين عمري14 سنة أتمنى أن تفرحون قلبي بي شترك في القناة تفعيل جرس الله يجعل أمك من أهل الجنة يارب ❤️,1.0,not offensive
12823,الله يعطيك العز اما الذل راك غارق فيه,1.0,not offensive
12824,والله حتى بقاو فيا  المجرم لي خصو لحبس كلب,1.0,Verbal abuse
12825,تموت العفيفة ولا تأكل بثديها 😔 اللهم لاتؤاخدنا بما فعل السفهاء منا 🤲 العتب كل العتب على قناة السفه والجهل والإسترزاق بجهل وآلام الناس حقا إنها الصحافة الصفراء والسوداء حتى 👎,1.0,not offensive
12826,@User.IDX كل ذبابة تتمسخر عليها الله يطعم اختك نفس تعذيبها ,1.0,Misogyny
12827,تفوا على ماركة وجه الحبس ياربي سلامة,1.0,Verbal abuse
12828,"سمعت أن اللواء عبد العاطى مكتشف علاج الإيدز بالكفته يشرف بنفسه على التحقيقات، وبالتالى فلا حاجه لنا بالصندوق الإسود، وخصوصا أن النظام الإنقلابى لا يؤمن بالصناديق. 
تحية لأهل سيناء فخر مصر الحرة.",1.0,not offensive
12829,الله يفكها من هاد المصيبه و انت ا وليدي بغيت ليك شي كونسير يشتت لمك العظااام و يتلي بيك الأيام تولي تسعى ان شاء الله و ما يصدقوش عليك.,1.0,Verbal abuse
12830,هاد القلاوي كون غير لصقو فيه قنبولة وسيفطوه البوليساريو عل أقل أيصلاح لشيحاجا,1.0,Verbal abuse
12831,كرهت هاذ صوفيا تفو,1.0,Verbal abuse
12832,شوفي اختي هاد المرة خشى فيك  جنوية فالمؤخرة ديالك  مرة أخرى غدي اخشيها ليك فبلاصة أخرى  بالحق من بعد مايفيق  من الساكتة والمسكوتة,1.0,Verbal abuse
12833,واش من بنتك  أنت شوية  لباس تفو على  مخلوقة,1.0,Verbal abuse
12834,الله يعطيك الدل. اكتر من الدل لنتا فيه,1.0,Verbal abuse
12835,بسم الله الرحمن الرحيم... اهل غزة على ابواب مصر والمفتاح بيد فرعون العصر السيسي ومن ورايءه بنى صهيون سيوردهم النار وبيءس الورد المورود وسيتبعهم كل من ايد السيسي فهم جنوده ونبذناه وجنوده باليم,1.0,not offensive
12836,حتا نتا يلا زتي شي زيادة لمغارب غادي يخليو دار بووووك ،✋👀,1.0,not offensive
12837,انا يمني و مع حزم ... لا ترحميهم يا حزم واصلوا القصف المبارك,1.0,Verbal abuse
12838,راس مثقل به الحمار حسن منو شنو معنى محامي ؟! مكتعرفش معناها أكيد داكشي علاش المهم ربي كبير,1.0,Verbal abuse
12839,الحوا,1.0,Verbal abuse
12840,"لماذا تخجل او تستعمل التقيه (.....) من جنسيتك 
انتمائك لإيران ولا انت إيراني لان لغتك العربيه ركيكه 
مثل تعليقك.",1.0,Racism
12841,وقال نتنياهو دون أن يذكر بالاسم أي دولة، إن إسرائيل على اتصال مع دول عربية بشأن إيران.مبروک لکم یا ایها العربان!!!,1.0,Racism
12842,(مراسل أبو ظبي الرياضية: السلطات الفرنسية تلقت إنذار بوجود قنبلة في مقر إقامة المنتخب الألماني منذ أمس) كيف عرفوا بالهجمات ولم يوقفوها,1.0,not offensive
12843,طيب ما تبون تتذابحون وتريحونا مهوب كل ما أكل أعداء السنة تراب طلعتم لنا مخطط لقتل السنة القتلى علوج أعداء سواء كان فيه خدعة أو لا سنفرح ... والعقل يقتضي أن كلامك هو الخدعة .,1.0,Verbal abuse
12844,كيهدر  كل عفوية  مالو  ضارب  الدكتورة  ولا الماستر الله يمسخكم  تفو  عليكم,1.0,Verbal abuse
12845,إذن ولد لحوات ولد لحرام مني كيضرب الشيخات شكون هو فَملك الله ماعندوش الحق يضرب شي مرآة بلاد الجهلاء والفساد والعهر الفيضان لي طار لبارح قليل فمكم,1.0,Verbal abuse
12846,كلمه حق اراد بها رز,1.0,not offensive
12847,مكين اردوغان ورطه الغرب بالحرب عالدولة الإسلامية وترقبوا انهيار اقتصاد تركيا وعملتها وغدا تسمعون من الامريكان  والحكومات الاوربية بنصح رعاياها بعدم الذهاب لتركيا وا,1.0,not offensive
12848,يجب إعلان جائزة مالية لمن يأتي برأس عبدالملك الحوثي و ن تكون أقل من مئة دينار لأنّة لايسوى أكثر من ذلك. وعى المجاهدين دفن جثث العدو بعيداً عن مقابر المسلمين لكيلا ينجّسونها.,1.0,Verbal abuse
12849,اذا من اطراف الصين  قدم الاتراك العثمانيون واحتلوا بلاد العرب والمسلمين وعاثوا فيها تقتيلا ودمارا,1.0,Verbal abuse
12850,"المسؤولية كل المسؤولية على من أعان السيسي بالمال و السلاح على الانقلاب, نسأل الله سبحانه أن ينتقم من ممولي الانقلاب وان يهلكهم و شعوبهم بالزلازل و الفتن و الحروب و الأمراض و الأوجاع .",1.0,Verbal abuse
12851,للمعلومة لابسة سترينك كحل الله يكحل ليها الليام,1.0,Verbal abuse
12852,من عندي تفو عليك الله يعطيه العز,1.0,Verbal abuse
12853,الى يرضى بهذا الوضع احد الرجلين وشي يأخذ مقابل رجل فاسد الجزاير الى الهاوية الا ان يشاء الله الصبر مفتاح الصبر يستريح الابرار او يستراح من الفجار,1.0,not offensive
12854,اللهم اضرب البوذيين بالشيوعيين والشيوعيين بالبوذيين وأخرج المسلمين من بينهم سالمين...,1.0,Racism
12855,في ازنخ من هيك ولا لا 😁 ... استمر انت نوع نادر من الزناخة الممتعة انت والخالدي 😀 👽 ,1.0,Verbal abuse
12856,يقف اليهود والنصارى والمنافقين والليبراليين والعلمانيين والشيعة والملحدين وكل من كفر بالله الواحد الأحد بجوار بعضهم البعض بالفعل في مواجهة الإسلام السني وبالذات في مصر قلب الأمة الإسلامية النابض.,1.0,not offensive
12857,الله اكبر... الفيديو كامل طالع ب 20 درهم,1.0,not offensive
12858,خبلان يا أهبل ما أستلم قرش من الحكومة تباه يصرف رواتب ,1.0,not offensive
12859,سير هاد لهدرة كولها واش عطينك رشوة كتعبر على عاهيرة هوا نكرها ههههه الله يعطيها كثر من هاد لمدلدل,1.0,Verbal abuse
12860,خاصية الحكم بالموت للأمريكا و الموت للاسرائيل على منهاج خامئني هو: الفساد، و الاهمال، و الطائفية.,1.0,not offensive
12861,السعودية ورطت الشعب السوري بحرب عبثية بحجة دعم الحرية التي لا تعرفها السعودية لشعبهم المقيد بولي الامر منكم..بسبب حقدهم على شخص الرئيس بشار دمروا سورية,1.0,not offensive
12862,"مسخرة والله مسخرة 
الناس تتباهي بالقيم والاخلاق وهذا يتباهي انه اغني مما يقولون فالاولي ان يرفع  قضية علي اسراءيل او بشار الاسد",1.0,not offensive
12863,نتيا لفعة كطيحي بكرامتو غير بالفن لقتيه دريوش ماعندكش الوجه المقزدرة راجل كيبقى راجل اللفعة شوهتي براسك في حومتك مابقاتش عندك قيمة المدلولة لكتكوز امام الملىءفي الكميرة,1.0,Misogyny
12864,بغيت ليك مرض نتي وراجلك الى كان راجل,1.0,Verbal abuse
12865,"ليه هو السيسي ""وضوء"" ؟",1.0,not offensive
12866,@User.IDX لا يلمع أحد لمنسوبي داعش الارهابي الا ارهابي مثله تبا لكم ,1.0,religion_off
12867,قود,1.0,Verbal abuse
12868,علاك فاضي . حتى الحشاش ما هيك يحكي . قال سيلفي قال . منيح ما كانت ضرطة لمقاتل دمرت قيادة وحدته عن طريق تعقب ريحة الفسي,1.0,Verbal abuse
12869,سلاام لبنات انا جيت او(أم سلمى) جبتليكوم الجديد 👏🏻👏🏻👏🏻 نتي اه نتي لي كتقراي فهاد المنشور ديالي 🌹🌹 غير كالسا فدار او مكين ما يدار او الملل انا جبتليك الحل 😍😍 شريكة انابيلا جات او جابت الخير و الرباح تخدمي غير من دارك او وسط وليداتك 🤩🤩🤩 او تربحي مدخول شهري شريكة انابيلا هي شريكة مغربية جابت منتوجات طبيعية١٠٠ % او ربح 30% 👏🏻👏🏻👏🏻 او نزييييدك الكدوات ديال الكوزينة اه اختي اوا اش كتسناي تسجلي معانا لي مهتمة دوز عندي الخاص الف مرحباا 😘😘😘😘😘😘https://chat.whatsapp.com/K5iKOy3HgZm4CRrvEYPh55,1.0,not offensive
12870,خاصو الإعدام ليكون عبرة للآخرين الله اعطيه جهنمة انشاء الله,1.0,Verbal abuse
12871,الام من الهدرة ديال باينة فيها غير من هاديك بالرب تريكة كحلة,1.0,Verbal abuse
12872,مجازر يرتكبها التحالف بقصف الاسواق والاحياء المدنيه بعد افلاسه وقصف جميع الاهداف التي اوصت بها أمريكا بقصفها,1.0,Verbal abuse
12873,"لا تدخل اليمن في الموضوع.مالنا دخل,فخار يكسر بعضه.",1.0,not offensive
