,text,label
371,سكان الربف بالمقارنه باقي مناطق المغرب كانوا تاريخبا اناسا محافظين يرضوا لنساءهم وبتاتهم الاخلال بالحياء والمسك بالاعيراف والشرف وحتي عهد قريب اواخر العقد الاخير القرن 21 كنت تتجول الحسييمه وجده والناضور وقلما تري انثيي متبرجه بلباس فاضح محتشم بسلوك يدل الوقار الذكور القوم كانوا يدوذون شرف الفتاه وشرف الاهل بالقصاص حدث ان اخل احدهم او ابنتهم بالشرف العاءلي الويل منهم كانوا يءمنون بقول الشاعر يسلم الشرف الرفيع الاذي يراق جوانبه الدم وااسفاه الايام هاقد سيقت الراقصات والمغنيات والمهرجين والمهرجات والماجنين والماجنات قلب الريف المقاوم الشرس يرفض ان يغر السرب يخاف لولمه لاءم الصدح بالحق الذوذ الشرف الاصاله الاعراف بشهامه وعزه سقطوا المصيده باسم تقريب الفن اليهم ومنحهم نصيبهم موازين الفسق والعهر تطبع معها سكان العاصمه شبابها يقولون مزيد وفك العزله الثقافيه عنهم بنيه تدجينهم وتطويعهم قطره قطره استحمارهم رويدا رويدا تضبيعهم شيءا فشيءا وهذه بدايه نهايه الشهامه الريفيه والش التقليديه عزه النفس المعهوده فيهم فكره بسيطه وجهنميه ان يتم استقدام العاهرات الفاسقات بقاع المغرب ستدراج المراه الريفيه المحافظه العري والخزي والسخافه لتنتبه مظلومه محروميه الحق التعري والاختلاط القذر والرقص واظهار المقدمات والمءخرات اتتكندم موجه الحريات الفرديه ووداعا لدكتاتوريه الاعراف المحافظه والاخلاق الحميده راقبها مارسها عليها الاب والزوج والجد والعم والخال والمعلم ستمسي مستقبلا العدو اللدود للرجل الريفي الغير الطيع ايادي السلطه الحاكمه ويمسي الذكر بلمسه انثويه تلطف ترطب مزاجه الشرس تكتيك شيطاني هدفه المدي البعيد استحدااث التفجير الداخل,Racism
372,مناسبه اغتيال الصحفي السعودي خاشقجي رحمه الله لايسعني الا ان اقول يلعن روحك حافظ روح ابنك بشار روح كل الشباب الي خلفك,not racism
373,غفر الله سبق ورزقك تحتسبين ان ابنتك مريضه جدا وتنام بصحبه كلاب بسبب المخدرات ضعيها مركز الامل للتداوي الادمان وهناك ستقلع الادمان وستعود حالتها الطبيعيه المك يحزن القلب,not racism
374,ديما اكتر وحده بتتحمل مسءوليه التفكير باللي يلي عم تتعرضلوا البنت انت وحده متنمره ومءذيه وحاجتك تكتبي وتمحي بتعرفي,Racism
375,يلعن عرضك شو صار يا منافق بيار صوهيوشيوعي,Racism
376,هد قرار ظالم وان دل فانه يدل علا ان سعوديه تتبع قرارات ترانب وان ال سعود كلبه مدلل اما بحرين وكويت نغس شي لاستمرار علاقتهم بسعوديه وتمسك بالعهد الخليجي وحسل اما مصر فسيسي كاعاهره تتبع غلوس وفي زيطه وبس واكيد انا مو قطر ياثرو عد كلاب تدل علا سيده قطر داخليه وخارجيه,not racism
377,السيسي الامام هو الغالب المتغلب الذي تجب طاعته محاربه الخارجين الجماعه وذلك لقول رسول لله صلي لله وسلم تسمع وتطيع للامير ضرب ظهرك واخذ مالك فاسمع واطع,not racism
378,يبايع امير المءمنين والا فهو مسلم كافر دمه مهدور,Racism
379,اوكا عارفين ان المجتمع العربي زقحتي السوريين برضو زق القضيه الفلسطينيه سوو زي ماسوو العرب معهم مو محور الحديثهو لحالو قال اناقررت اكون بالجانب الخير العالم انت ليش ماتتبرع بربع راتبك لعاءله سوريه ليش ماتستضيف عاءله سوريه ببيتك وتعطيهم الملحق الاقل او تستاجرلهم من حي الله شقه بدل التحلطم العرب غجر العرب اغبيا وانت فلوسك كلها تروح لندن ودبي عفكره انت احقر العرب,not racism
380,الولد لعندهم يروح لروسيه يروح يشتي السلاح شعوب عمي دول,not racism
381,مهو الشراميط تتناك فينا وتجبلنا بنات متناكين زيك يوجعوا في دماغنا كسمين ال ملقكيش كسمك,not racism
382,طاءفي روحك اسال اهلك قانا وهني بخبروك,Racism
383,اش هاد النماذيج اعود بالله غضب الله هاد جوج علاش متجيهومش كرونا وتهنا الكره الارضيه منهم اوسخس بشر شفتهوم حياتي بقات فيا ديك البنيه مسكينه جبتي لهاد الدنيا شنو دنبها تكون عندها بحالك انت وانت واش مكيبقاوش فيك خوتك الاب ديالك يشوفوك بهاد الصوره المقرفه حرام والله حرام,not racism
384,وطلبه اللجوء السياسي فرنسا وبريطانيا والمانيا ولم ولم يطلبه السعوديه لانه يعلم ان الكافر ارحم المنافق وخاصه اذا المنافق الاعراب,Racism
385,ديما الواطيهانت بقعر مجرور كبير للصرف الصحي يصعب عليكي حتى الخروج منو,not racism
386,ماحد ما درا شي عنكم ياصعاليك تميم نهايتكم مشردين دول العالم والبغدادي حقود تارك عدو وطنه اللدود ويتهجم السعوديه ونضامها,Racism
387,والعرب كالعاده حياه لمن تنادي حفنه صهاينه لصوص مجرمون جبناء نكلوا 350 مليون عربي واج للتذكير كيد هؤلاء الصهاينه ضعيف,Racism
388,انت ابن حمار وابن حمار وابن ابن حمار وبدك انك تبقي حمار انت حمار نديم,not racism
389,مجلس الريال كذابين ومرتزقه مستقبل وتعز تلفض على الخونه والعملاء وعملاء ال سعود,Racism
390,كول هوا صدام خنزير الخنازير اما الصهاينه نهايتهم للدعس تفه,Racism
391,الزناديق يقومون بتغطيه ال جنبلاط المرتدين الناكثين لديننا تناصر الباطل علي باطل فهو سيبقي باطل,not racism
392,نهايه السيسي الخاءن كنهايه قوم لوط يتناهي منكر عن فعله لبءس يفعل وان شاء الى الله المصير معتوه مصر الجديد,Racism
393,كول هوا مره تانيي وحلوا طيزو وطيزنا ه ومقلعين كل شوكنا باءيدينا ملا صرمايه,not racism
394,سمعنالكلى صوت من وقت مليشيا القوات الكتاءب نزلو هتفوا حزب الله صهيوني تفه,not racism
395,تماما الاب الروحي المافيوسي يقتل رفاق العصابه ويعمل بلا تردد لخدمه وتحقيق مصالحه الشخصيه الصهيونيه مصيرك بلا شك معروف لديك مفر,Racism
396,السيسي يقتل شعبه رميا بالرصاص وتري العرب يطبلون ويدعمونه بالميارات,not racism
397,اكيد ده مش في طريقك لان هيءتك اقرب لعزراءيل,not racism
398,فش رت حشره حريتنا ورح ناخدها تضرب انت وبشار والملك تبعكم تفو الله عليكم انت يهودي فشرت ان تكون عربي الله ياخدكم اشه لفه,Racism
399,قناه # المنار بكل صدق تحدثت السيطره جرود عسال الورد تتحدثون سيطره النظام عليها وهي البلده وليست الجرود,not racism
400,اساس مرتزقه من قطر يقتلون عيالهم الجبهات,not racism
401,اظن ايضا ان الشخصيه القذافيه عدوي انتقلت الي الجميع الصهاينه,Racism
402,اما يكن عميل لاعتقلوه تسمي جنوب افريقيا اي استعمار الانجليزوامريكا يعني خايف انهم يتوجون الاسدالصهيوني والسيسي بتاج,Racism
403,تذكر المقاله على انه مثليه الجنس علانيه لماذا قاءمه الفءه,not racism
404,انت بتطلع من الكلمات طيزك وبتصفها ورا اعتباطيا الفلتر اللي اخذ عقلك الخرا,not racism
405,شراميط محافظ اسكندريه شراميط صلاح نجم الدين الشراميط مبتسترجلش منتصر يشعل تويتر,not racism
406,هييه تسعوا لناكل طعمه اما الحقيقه ان الاستعمار الغربي والشرقي سيجتمع مع اي شعب يثور حكامهم وولاتهم المنصبين بأمر منهم وسيتعاونون وكما نري بسوريه,not racism
407,بكرا الدوله الاسلاميه تسحق عملاء السعوديه جيش الزعران وكتاءب العملاء اللصوص يالله يادوله الاسلامه مزقي اشلاء الخونه,not racism
408,غرد الجحش وظن باءنه يريد حصانا تتكلم العوني بموضوعيه ، فيرد كبهيم حقير جربان اصله,not racism
409,بدنا تحية تحيه تحية تفه ديما ديما الواطيه,not racism
410,انضبي يا ام نص مليون لسان طعمرك ابشعك,not racism
411,مجلس الريال فضح كذابين العدوان ومرتزقه مستقبل وتعز تلفض الخونه وعملاء ال سعود,Racism
412,اوغلو عصابته الإرهابية : يهربون مستقبل تركيا,not racism
413,علي اساس ان مايسمه المنطقه العربيه لايوجد سكان اصليين واقلييات حتي تفرض عليهم اللغه العربيه جبرا وقصرا علي الاكراد والارامييين والامازيغ والتبو والنوبيين الولوف والهوسا والارمن والتركمان الخ حقوقهم اللغويه والثقافيه ولعنصريتكم حسبنا الله ونعم الوكيل اليه المشتكي واليه المصير,Racism
414,تناخت تناشت تنازت تنابت تنافت تناقت تناجت تناطت تناحت تناكت والله يا ديزاد مان,not racism
415,جاب لهاله طياره تتفسح فيه لاجل انه يعجب راحت عاملاله صيدليات 19011 بتاريخ عيد ميلاده وبفضايح الفساد بيجاملو بعضهم علي حساب الغلابه وفلوسنا المنهوبه بالمليارات نهايتكم قربت ياولاد الكلب,Racism
416,انت يا حمار يا عبد الله بتستحمر,not racism
417,البشر يولدون ملحدين يتم تلويث عقولهم بالاديان عندما تحجب طفله صغيره فانت تقوم بقتل طفولتها عندما تتزوج طفله بعمر التسع سنوات برجل يفوقها سنا فانت تجعل جثه قيد الحياه عندما لا تبرر تحرش الرجل للمراه بان تقول كانت محتشمه فانت تخلق,not racism
418,كالعاده الكويت لايطبق القانون الا حق اهل السنه فقط لابسط زله واما الشيعه فيخالفوا وينتهكوا ويضربوا القوانين في عرض الحاءط ولامن سامع او مطبق للقانون يبدو ان الشيعه اصحاب القرار الكويت,not racism
419,تامر المفسدين وتاجرو باسم باسم سيعرف العالم اجمع بانهم عملاء متصهينين,Racism
420,ياجزيره العنوان غلط امريكا طرف في الحرب العنوان كانها دوله محايده ال سعود لديهم المقدره للقيام بالحرب الدعم الامريكي,Racism
421,العالم كله يعرف عنوان كبير لاغيره العدوان السعودي السعودي الامريكي فهو اللذي يقصف ويدمر ويمول ويحرض ويكره ويقتل وباعترافه واعلاناته الاعلاميه ومتحدثه الرسمي فاتركوا الهراء والاستغماء,Racism
422,سعنا القول اننا نحارب ضد العروبه الملعونه وفي النهايه تعودنا الاسوا وهناك ينتهي المطاف بالادعاء وحتي يتعجب حالته المزريه ضربه كبيره ماشالا ولديك المنافقين الكبار المهووسين الزاءفين معظمهم قابيل منعوا انفسهم تعليم اطفالهم باللغه العربيه الجنرالات المسءولين البلد الفيشو تعال لديك الاخلاق لتقول ou توقف صغير الخاص الدعايه العربيه زالت لغه جميله الجيد معرفه اللغات رد فعلك عنصريه اللغه العربيه مسءوله شيء وانا انجح والافضل انه بشكل ملموس عمل عنصري ضد اللغه العربيه يزال الحمقي والجنرالات والوزراء وكل الحمقي يسنون قوانين التعريب ويعفو عنهم ابناءهم ابتداء اويحيي يتجمعون السجن ويحسن الامر بمجرد انهي مهمته التعاونيه السيلاتيكيه اسمي ينا نعرفه pov con سيقول ساركوزي حسنا اوقع عليك واصر اللغه العربيه خطر مثبت يتم التحقق ازعاجه انحاء العالم اعرف دوله عربيه واحده لغه عربيه جيد مكان كارثه لان اللغه مجرد لغه المطلق انها تنقل ثقافه قيم الخارج ثقافه العالم العربي قيمه بلا جدال ودليل يدعم مقابل القيم العالميه للتقدم والحريه والتسامح والمساواه وغيرها فقط تابع اخبار العالم قالها بلد عربي مسلم شتاته ومشاكل التكيف الالفيه الثالثه,Racism
423,نفهم الجزيره تقول ان الاخوان المسلمون عملاء امريكا,Racism
424,ضيفك العربي يبدو انه ضعيف جدا اضافه يبدو انه بعيد جدا كلمه اسلام كلمه السوريون اللاجءون في كل بقاع العالم فكره يصب مصلحه العرب المسلمون,not racism
425,معتوه يحاول استثمار العنصريه اجل الفوز بهذا المنصب الشخص اجر قطعه ارض منهاتن نيورك للقذافي زيارته لتلك المدينه اجل نصب خيمته واليوم يتنكر للعرب والمسلمين,Racism
426,ال سعود كانوا مخربين في لعالم لعربي كله,Racism
427,السعوديه شر البليه اغلبها من مصاءب العالم الاسلامي وراء عولمتها للوهابيه انها حول العرب الي رزيه,Racism
428,ابشروا بالهزاءم حكام الخليج عملاء امريكا الصهيونيه كلاب اسراءيل فقد حان حزز رءوسكم ابناء الطلقاء يدافع الحمير فهو جحش يستحق الضرب دبره البهاءم,Racism
429,اما انت كا زعيم قريه زغرتا يسير بدك تتمسك تمسك رصن تصير مثل الجحش جحش,not racism
430,السيسي رءيس السيس ، فقط يا بن الليل,not racism
431,تعلمون اراضي سعوديه محتله طرف اسراءيل هماجزيرتا تيران و سنافر انطلاقا المبدا بلد يلعب السعوديه لان جميع اراضيها محتله,not racism
432,عار دول المغرب العربي الجزائر يشار المغرب الجزاءر تونس اشد الحكومات خيانه للمسلمين عداوه دوله للمجاهدين مشروع الخلافه الدول تحالفا الرب الامريكي الدين اتخدو الله,Racism
433,تفه شو اللي صار بكرهك كلبه مصاري,not racism
434,كول هوات وعمال بلوك كل هاي الحركات بتمرق علينا اذا انت غبي بدك تستغبي العالم,not racism
435,وانت مين حضرتك مدير ميناء مدينه درنه القاءم بالاعمال السفير الليبي تركيا جاي تدلي بتصريحك طريق قسم التعليقات على الجزيره اكاد اجزم بانك جماعه الاسد وليس لك علاقه بليبيا,Racism
436,يبدو لي ان خنازير الروس يستوعبوا درس غزوة جند الله افغانستان فها يعيدون الكره وسيخزيهم الله جديد القادر,Racism
437,حاجي : تحريض ؟ ام نص لسان,not racism
438,انو غريب ان يوجعك راسك لان القواتجيه عاده بيكونو بلا راس,Racism
439,يبدو ان خنازير الروس يستوعبوا درس جند الله في افغانستان فها يعيدون الكره ثانية وسيخزيهم الله جديد القادر,Racism
440,حقيره واطيه يا ديما ما تفه عليكي بنص وجك جايي الدعوه القضاءيه بحقك جايي الايام بيناتنا,not racism
441,ارحل ارحل ياسيسي مليونيه30يونيو الشعب السوداني بيسطر اكبر واكبر ملحمه التاريخ يارب النصر لهذا الشعب لانه اخد بالاسباب وعرف الع كر مفيش وراهم الخراب ثوره 30,not racism
442,انه اكبر استباحه لايران بروسيا لدول عربيه حكم فيها عملاء المستعمرين,not racism
443,كول هوا مره تانيي ه وحلوا طيزو وطيزنا ومقلعين كل شوكنا باءيدينا ملا صرمايه,not racism
444,لازم الاطباء يعرضوك انت طبيب نفسي بيطري مختص بالامراض النفسيه,not racism
445,نص اللبنانيي رايي انت يا ابن رمز الغبا ههههههه,Racism
446,اخاف اتحسب ربنا ياخذنا والله اخوي احنا المقصرين احنا الامه الذليله الامه الراضخه الامه عديمه الانسانيه المءمنين توادهم وتراحمهم كمثل الجسد الواحد اشتكي عضو تداعي ساءر الجسد بالسهر والحمي احد منا يقف هالحديث بايدي ادعيلك بايدي انيك بقدر اتف حالي عمري 23 سنه بقدر احرك ساكن لاجلك بايدي الدعاء الي بعمري الوم حدا كانوا يقودوا جيوش واحسرتاه اسف محمد تاسفت الدره ربي يشفيك يكون معك,not racism
447,انت بتطلع من الكلمات طيزك وبتصفها ورا اعتباطيا الفلتر اللي اخذ عقلك الخرا,not racism
448,لعنه الله على روحو الطاهرة الطاهره ناصعه البياض,not racism
449,فيينكم العيالات القادات معاكم فاطمه الزهراء شكون فيكم لاله ومولاتي تقدر تعاون راسها راجلها وولياداتها الزمانفي ظل هاد الازمه ديال كورونا حبستي الخدمه ملقيتيش مدخول اجي اختي سواء كنتي طالبه او ربه بيت او موظفه وبغيتي تزيدي المدخول متقدريش تخرجي باش نقول ليك كفاش دارك وسط وليداتك تقدري يالاه اختي اش كتسناي كليكي ودخلي تفهمي الخدمه او استعملي الرابط للانضمام مجموعتي واتساب,not racism
450,الله ينتقم الامريكي اللعين قدر الله له القدر ان يظرب مسءولي الامريكان بالحذاء,Racism
451,تفكيرك غبي متلك بتقلولي نحنا جماعه حزب الله فيا غبيه قصدي انتي ولي متلك عندن شغله يراقبو فيها شو بيعملو الشيخ سعد والهيقه الخرزه الزرقا عامليتلك عقده انتي ولي متلك وان شاء الله تفهمي شو بقصد تقولي قصده جماعه,not racism
452,نعلم جيدا ياوليد ان امريكا تحاربكم فما شانها بمحاربه العبيد فانتم خير كلاب لليهود تحرسونها بعيد امريكا لا تحارب الاحرار وكل يءمن بالله المجيد نصر عبدالجليل,Racism
453,بلغت ال ال سعود الاف سانسور الاخبار انتم القتال ال سعود.,not racism
454,واءاب وئام وهاب وجريده الاخبار وصرمايه المجرم عماد عثمان بتمكم فاسدين منافقين انت ونظام وايرانك اجره عثمان,Racism
455,كلاب حركه امل اللبنانية و فلتانين السوريين,Racism
456,كول هواك وكفنا شركتك احسن منفرجيك بشروط مين منمشي لبنان وعملا اسراءيل لمتلك,Racism
457,انتي مالك ومال مصر يابن السيسي مش بلدكو يابن بترمي يا صرته الارض جاك السيسي قطع ايدك يااا,Racism
458,المطلوب مركز اغاثه العقل العربي اللذي يقدم اغاثه لضحايا عدوانه منطق يقبله عقل سوي عندما تكون اسيرا للفكر القبلي البدوي عندها يصبح المنطق مقبولا ولنسميه سياسه دبلوماسيه,not racism
459,كول هوا وكفنا شرك احسن منفرجيك بشروط مينو ما منمشي لبنان وعملا اسراءيل لمتلك,Racism
460,يدور قطري مايدري ان سمو امير قطر سلم قطر هدية للتركي الفاسق يعني خليك مشرد,Racism
461,طبعا بمباركه المرجعيه الحكيمه الارضه المقدسه النجف والكنيسه موسكوه وساسه العرب السنه دمي خرس ومقدسات وحرمات السنه يوم تنتهك اليهود والصفوين والغرب ولامن مغيث,not racism
462,اساس مرتزقه في سجون قطر عيالهم الجبهات,not racism
463,الله يلعن الاخوان المسلمين بلي بذرهم للمره الالف على التوالي اناشد رءيس دوله كوريا الشماليه المحترم كيم,Racism
464,انت مجرد بوق لنظام ايراني مجوسي رخيص سعرك كلفول السوداني,Racism
465,فشرت ولاك حيوان وهابي يا ابن كلب ساعتك قريبه يالقيط,not racism
466,صح الخبر فخيرا ما فعلوا دابوا طعن العرب والمسلمين ظهورهم حقدهم العنصري القومي والعنصري حدود مكان لابناء اسراءيل الثانيه ارض العرب والمسلمين,not racism
467,اش هادا الزبل ولينا كنشوفو عاديو تفو تفو تفو,not racism
468,الدوله الاسلاميه نصرها الله ومن نصر الله الي نصر عالم الواقع والمطبلين والمهللين لامريكا فرحون باوهامهم هههه,not racism
469,تامر المفسدين وتاجرو باسم الدين سيعرف العالم اجمع بانهم عملاء متصهينين,Racism
470,هييه تروا اليمن كله الا الحوثين حكام اليهود,Racism
471,قله في الدين لاحول قوه الا بالله الجهر منكم بالمعصيه ادا بتلتم فستتر شنو لفاءده علمو ولداتنا وشبابنا كفاش احقق احلامهم ووصلوا المستوي لعيش عيشه فالمستوي تفو الله يغبركم,not racism
472,انت يا حمار يا عبد الله بتستحمر,not racism
473,هيدا العميل الخسيس اكبر عميل صهيوني زمن الحرب الاهلية اللبنانيه كتاءب وبعدين قواتجي,Racism
474,عاجل جدا الجزاءريين يطردون قناه الخنزيره الجزاءر الشعب الجزاءري عرفكم حقيقتكم انه عرف يحدث بالواقع الحقيقي لكم وماذا يحدث عندكم تزييف للحقاءق ووصفكم بقناه العار والعه الخنزيره,Racism
475,كلمتين تعقيبا جمله حرب اهليه وانا اخاطب اخوتي المسلمين فقط اما المرتدين وكفارعربان الله والصحواته والعلمانيه ووو قول اللفظ الصحيح حرب,Racism
476,انت حمار يا ولى بتستحمر علينا,not racism
477,حنا شلوح بينا اوبينك 7 سماوات يا الله يا يعنل تامل بوك,Racism
478,اوربا تقاطع اسراءيل العرب يلغون المقاطعه يفتحون اسواقهم للبضاءع الاسراءيليه عواصمهم للمسءولين الاسراءيليين صدق الله العلي العظيم حينما قال يستبدل قوما من غيركم يكونوا امثالكم,not racism
479,انتم تصدرون الان كل بترول العرب وامواله لليهوذ وتتكلم وتنتقذ تركيا اما اليهوذي يدعي المقاومه يحير,Racism
480,طبعا ، كما لايجوز لايجوز ايضا للشام ان يقودها ابن ديوس ديوووس الشام وهدهده,Racism
481,اصلا مجرد دعمك للثوره جبتيها ارض انت اول من مصدر للشبهه وهذا اصلا سيسرينا وخففي عيشان,not racism
482,جبران باسيل كلب نابح للايرانيين تهمه ايران مصلحه لبنان مثله مثل رءيسه ميشيل عون,not racism
483,تحاولون ، ولن تستطيعو ، ياجرابيع ال,Racism
484,مجلس الريال كذابين ومرتزقه. مستقبل وتعز تلفض الخونه وعملاء دول ال سعود,Racism
485,تفه منظرك من شرفك من اصلك ديما الواطيه,not racism
486,عندما يصير مثل راعي الغنم عندنا ببلداننا يلتحق بالتعليم ابدا شهاده دكتور,not racism
487,يعني تقصد كالامارات دوله بلا دين واغلبيه سكانها مقيمين لهذا البوذي الوثني السيخي اليهودي الخنزير البقري والمسلم يعيشون,Racism
488,لعنه الله وءام وهاب الله يذللك لانك انت انسان مفتري كذاب طالع ما بادك شي الا تعوي,not racism
489,مجلس الريال فضح كذابين ومرتزقه السعودي مستقبل وتعز تلفض الخونه وعملاء ال سعود,Racism
490,عفوا ايمتا لو كنت بعتيلي لينك غنايه انت انت خراس,not racism
491,بلدان بيت بيت الرحمه وليس بلدان اليهوذ كمثلنا,Racism
492,اين تنسيق الخاءن محمود محمود عباس الامني المقدس,not racism
493,"اللهم احصهم عددا واقتلهم منهم بددا ولاتغادر منهم احدا, اللهم اضرب الكافرين بالكافرين واخرجنا ايديهم سالمين اننا لنفرح يموت سعودي او حوثي فكلاهم اخوه بالعقيده والدين والاجرام",Racism
494,العمي شو هي الا غبيه وقوقها تفه,not racism
495,يادي علي النيله حد يقدر يرد علي الخنزيره,not racism
496,الاسلام القتل الفساد الفقر التخلف الخرافه الجهل,not racism
497,عندما يتم دعس راس هذا الحيوان الكلب يبدا النباح فقط,not racism
498,بدك تطاولي السيد انشر الخبره تبعك بيكي حدا من الضاحيه بروح بيعملك اتلي,not racism
499,لعنه الله على روحو الطاهرة الطاهره ناصعه البياض,not racism
500,الحقيره تروج للعنصريه والكذب هالمجنسين الحثاله واين ال الكرام بلدكم استعمر الاتراك وتميم الاسد الخانع الذل المنبطح لاردغان وعزمي بشاره خايف,Racism
501,العالم كله يعرف عنوان كبير لاغيره العدوان السعودي فهو اللذي يقصف ويدمر ويمول ويحرض ويدعم ويكره ويقتل وباعترافه واعلاناته الاعلاميه ومتحدثه الرسمي. فاتركوا الهراء والاستغماء,Racism
502,تفه : يعني شو بكرهك كلبه مصاري,not racism
503,مجرد راي فكرت نيوزيلاندا في تسليم الارهابي الي تركيا لاعدامه هل صدق او تصدق بان دول استحماريه عربيه عميله تتدخل لانقاذ المجرم وهي مستعده لدفع الغالي والنفيس تسقط كرامتها باقي دول العالم ونحن نعرفهم معرفه الكلاب,Racism
504,ثقافه العرب الاعراب : اذا عربت خربت,Racism
505,صهيوني واحد من اكتر الصهاينه خروف مرتك,Racism
506,يلا خنزير الله الله لا يرحم صدام حسين داعسكن,Racism
507,بوكوحرام باقيه تنمو وتمدد رغم انف كل العملاء والحثالات الصهيوصليبيه الكاءن الاسود عميل للصهيونيه العالميه,Racism
508,كذب وسلينا نفسك ان انت بتكذب بتبعق,not racism
509,فهءلاء العملاء اتوا بحكام الاستعمار الغربي للدول العربيه وسيدهم الاستعمار ياكلونون بالاخضر واليابس بشعوبنا العربيه وليسوا مسلمون واسمهم المتاسلمون اليهود,Racism
510,دوله عربيه تعلن بناء اكبر معبد هندوسي على راحه الهنود بينما عرب ومسلمين في ترضي تستقبل منهم لاجيء فعلا اسلام اخر الزمان,Racism
511,لماذا تتطرق قناه الحقيره لموضوع قتل تميم والده عندما تنازل الاخير لابنه خوفا ينقلب ليقوم الابن المدلل تميم بتقديم دوله قطر طبق لخليفه الشواذ قردوغان,Racism
512,بتحبي تجيبي المسبات وانت لحالك عيب الشوم بتوصالي عليه لكعب نعله للرءيس عون ام نص لسان انضبي,not racism
513,السيسي اشد غباء مبارك اشد دمويه مبارك القذافي مرسي ياتي بمثل الشخص السيسي وزير وزير دفاع مءهل,not racism
514,الربيع العربيهوالتحرر منك ومن روسياومن امريكاوايران اسراءيل والعملاءالحكام العرب وعدو واحدلشعوبناالعربيه والاسلامية وسيصل لروسيا وطهران امين,not racism
515,حاجي : تحريض ام في نص لسان,not racism
516,حسن نصرالله تاج راسك بلا اخلاق وحده واطيه وحقيره مثلك بدها تسكر تمها لبنان كله وتحط ايدها راسها تذك,not racism
517,الارهاب يغتصب الستات المدرعات وبعدها تجد اذرع اعلام السيسي تهلل وتبارك الارهاب ماحدث الانتاجرع الاعلامي للسيسي يكن عمل مخبراتي فهو دفاع النفس,not racism
518,انتم انتم العملاء وانتم الخونه ولستم المقاومه,Racism
519,انو غريب ما يوجعك راسك القواتجيه عاده ما بيكونو بلا راس,Racism
520,اننا نعد الغرب بمسيره طويله تنتهي الا بتدمير اقتصاده جزاء وفاقا تعجرفهم سفاهتهم و لمحاولاتهم الخبيثه انقاذ النصيري بشار من انيابنا سيكونون ان شاء الله انيابنا,Racism
521,وانت شو تعتبر حالك وانت موالي موال لهذا الحرباء اللي جن بلاط ههههه,Racism
522,لماذا تركب على ظهر ديك دان براون بشده تعديل اجريته حقيقه يرجي الرجوع تغيراتك,not racism
523,شو بيعملوا السوريين اوروبا والمخيمات هم جايين رقص وشيشه وكلام وطلب لجوء انا اتكلم الشباب لماذا تذهبوا تدافعون عرضكم وارضكم جبناء لماذا تتركون ارضكم للمجوس الرحمه الشهداء والعزه والقوه للرجال يدافعون بلادهم,Racism
524,انا مش عارف انتو اللي بتلمعو وعايزينها بطله في التاييد لبشار والسيسي القتل والتهجير ارحمونا بقي شله العواجيز دول,not racism
525,اصلا مجرد كلمات دعمك للثوره جبتيها ارض الواقع انت اول مصدر للشبهه اصلا سيسرينا وخففي عيشان,not racism
526,ينعم العرب بالسلام والاستقرار المجتمعي داموا عربا يعتنقون الثقافه ظهرت حكايه غار حراء,Racism
527,كلاب ام كلاب جيبو سيرت فلسطين و انتم الصهاينه عملاء,Racism
528,يلعن دولة قطر وحكام دولة قطر لان لعنهم لعن اسراءيل,not racism
529,كذب وسلينا انتي اللي بتكذب بتبعق,not racism
530,يستحق وكل من كان داس ارض السوريين,not racism
531,طهر نيعك عميل مفتن قطعه صغيره جوت امير قطر بنيعك ملاحظه جوت بالقطري يعني صرمايه,not racism
532,لقد قيل خلت امريكا االخليج كله خالي فتحاربوا واظهروا قدره فرقطاتكم,not racism
533,اتفقا دب الابيض علي اخيه الادب الاسود معهما ايها العبيد فيا الشرق والغرب علي اعا ده بشار,Racism
534,المالكي : انت كلب وماتخفي صدوركم اكبر,not racism
535,غريبين اهل الجزيره العربيه بتجوا لتعايروا بشكله بتشبهوه لكاءن ظريف الشكل والاخلاق يا ريتكم تتعلموا تربية الكلاب وتصيروا ظريفين بدال الصلف والجلافه والاستعلاء,Racism
536,للاسف طز بهذا البلد وطز بهيك نواب فعلا للاسف نحنا نحن اللبنانيين شعب بيهوي,Racism
537,هيدا ايراني فارسي يهودي صهيوني من احفاد القرده الخنازير,Racism
538,مافيا فاسده ، وشعب فاسد منافق مسيح جوخ,Racism
539,تركيا العاهره الشعب القذره والقوميه القذره ويلي عملتو انتو الاخونجيه كعبه للمسلمين اللهم دمرو تركيا ارضا وشعبا,Racism
540,متعود تنشر قذارتك! فيصل القاسم : درزي قذر,not racism
541,يجي يوم وسننتقم من كلب لبناني تسبب باذيه للشعب السوري وسيدفعون الثمن غالي,Racism
542,منكم الى من انجس الاخر تفوا عليكم,not racism
543,عميل وغلام صغير للمخابرات العربية السوريه شخصك رخيص سعرك معروف,not racism
544,مقاوم للناسه المريضه هيدا صوص سوري يا اخي رضا ايراني,not racism
545,شكرا على المشاركه خريحق مفتي السعوديه ليلحق حسون ليلحق البوطي ليلحق العرعور,not racism
546,الله يحرمك الهبلة ان ما شاء الله,not racism
547,ان المجرم السفاح ابن ابي انيسه نكره شاطر اهل السنه غبي,not racism
548,صح بشار ابن كلب قليل اللي يلي عم يعملواو بالسوريين شعب عرص منافق بلا ضمير بيكون لاجء بيصير بده يتطاول عللي مستضيفه,not racism
