,text,label
397,يستحق وكل حق من داس ارض السوريين,not racism
398,السعوديه الضغط هادي لقبول مخرجات وقرارات مءتمر جنيف والا فاعداد القتلي تزداد يوم,not racism
399,اهم واهم شي يبقي حليب الحمير يصل قطر مع لومن تركيه بعدشريفه مكن بول خميني يتوقف قطر,not racism
400,كا مغربي سابق حريص عدم من انتقاد النظام الجزاءري نظرا لحساسيه معروفه يمكن للنظام ان يساعد بكل قتل واغتصاب السوريين لحمايه رءيس الجمهوريه مرسي,not racism
401,مبروك السعوديه اشباه العرب بعوده قرار توحيد دوله اليمن الجنوبي,Racism
402,تسير خروج كل هؤلاء المرتزقه قطر صاغرين,Racism
403,لماذا يرحل النجم ماجد عبدالله سءال مهم,not racism
404,مرحبا اخبار غير محروقه صحيحه تثبت هزيمه السعوديه امام صمود الامه اليمنيه العظيم والدليل تحرير مدن جديده واندحار هادي عملاءه,not racism
405,السعوديه اذا وقعت على اتفاق تعاون دفاعي امريكا فهي عميله لامريكا المنطقه تنفذ اجندتها,not racism
406,عندما يقفون يقفوا يدي الله سيقولون كنا نصدر التصريحات تاتينا معلومات مغلوطه التاكد من مصداقيتها اغبياء منتفعين,not racism
407,لماذا تتطرق قناه الحقيره لموضوع تميم والده عندما تنازل الاخير لابنه خوفا ان ينقلب ليقوم الابن المدلل بتقديم دوله قطر طبق الاصل لخليفه الشواذ قردوغان,Racism
408,بلغت ال سعود الاف سانسور الاخبار انتم انتم القتال ال سعود,not racism
409,هد قرار ظالم وان دل فانه يدل علا ان سعوديه تتبع قرارات ترانب ال سعود كلبه مدلل اما بحرين وكويت نغس شي لاستمرار علاقتهم بسعوديه وتمسك بالعهد الخليجي وحسل اما مصر فسيسي كاعاهره تتبع كل قرارات غلوس وفي زيطه وبس واكيد انا مو قطر ياثرو عد كلاب علا سيده قطر داخليه وخارجيه,not racism
410,وزيره خارجيه قطر راح يقول بان قطر قدمت افضل عرض فوزها باستضافه المونديال مستحق يعني المتحاملين شافوا عرض قطر الممكن ينظروا جديد ملف قطر,not racism
411,ليتهم ما كانوا يسلمون منك ياذميم قطر ذميم العرب حسبي الله,not racism
412,انتم تصدرون بترول العرب وامواله لليهوذ وتتكلم وتنتقذ من تركيا واسرائيل اما اليهوذي الذي يدعي المقاومه يحير,not racism
413,الشعب تنتصره باذن الله خدامها المنطقه قطر الدواعش,not racism
414,كاين لمطلعو ليكم الشان قدنا بحالكم ماخصنا نطلو عليكم لاحول قوه الا بالله فينا الفضولنا كندخلو نشوفو بوزبال بحالكم,Racism
415,ياعاهره ياجزيره لا تقدر تكلم احتلال قطر,not racism
416,عار دول المغرب العربي يشار المغرب الجزاءر تونس اشد الحكومات خيانه للمسلمين عداوه دوله للمجاهدين المسلمين مشروع الخلافه الدول تحالفا الرب الامريكي الدين اتخدو الله,Racism
417,يوجد يوجد تطابق دوله قطر والكتر يوجد يوجد تطابق دوله قطر والسلاح الابيض الذي اسمه كتر,not racism
418,ومنذ اسابيع قليله اتهم الفلسطينيون الاردنيون الدرك الاردني بتعذيب سجناء سجن جو في البحرين لون السجناء اسود واصبحت اجسامهم هياكل عظميه واصابهم الجرب,not racism
419,شو بيعملوا السوريين اوروبا والمخيمات جايين رقص وشيشه وطلب لجوء بس انا اتكلم عن الشباب لماذا تذهبوا تدافعون عرضكم وارضكم جبناء لماذا تتركون عرض ارضكم للمجوس الرحمه الشهداء والعزه والقوه للرجال يدافعون بلادهم,not racism
420,الكويت البحرين البحربن السعوديه مصر تونس العراق سوريا عمان اليمن الاردن اما قطر,not racism
421,ينذبون ويلطمون وجوههم الا انهم من اليهوذ ولاغرابه انهم متشابهين الشيعه,not racism
422,العرب تموت بسكته قلبيه وانت تزني فانتي شهيده يااخي مسخره وكل الجنود الامارات هندوس وسيخ والتعتيم الاعلامي لقتلي السعوديه بالعشرات,Racism
423,فعلنا ياجزيره قطر أن تمتنعوا عن نشر غالبيه تعليقاتي,not racism
424,اساس مرتزقه اللي في قطر عيالهم الجبهات,not racism
425,تحقيق لاهم ولا يحزنون عباس حماس دحلان اسراءيل الاطراف الثلاثه سممت الشهيد ياسر عرفات,not racism
426,فهذا يحدث الان بكل دول الحكام العرب وهم ورثه اليهوذ الحكام الفعليين لدولنا العربيه,Racism
427,هه ه هه العنوان مضلل فالمانيا دوله تزال محتله الحرب العالميه الثانيه اسراءيل اكبر مستفيد ازمه اليونان هي مهندسه الازمه,not racism
428,مرسي رءيس منتخب وليس هناك حتي طرف منقلبين,not racism
429,كسم قطر حفتر هيشرمكم فعلا اقل انتكون في لقمه العيش ياشواذ نهياتكم قريبا,Racism
430,وفي نفس الوقت نجد الامير طلال ال سعود يعلن انه اذا ما انفجرت انتفاضه ثالثه سيقف لصف اسراءيل اعلم لماذا يتم الخبر لشخصيه مسءوله بلد الحرميين,not racism
431,شكرا لامين عام الامم المتحده السيد العطيه موقفه الاممي الحيادي ونعلن عن دعمنا ومشاركتنا بحمارين نوع البوتو الاحمر اللون ونوع المنقط وكليهما يتقنان الرطانه باللغات الانجلوسكسوكيه,not racism
432,اطرف قرات عثرروا وثيه سريه جدا في وسط منطقه ناءيه انها قصه كنز القرصان او مصباح علاء الدين,not racism
433,القبيحه اشترت من قطر بعد جاءزه نوبل والان تتسكع تركيا,not racism
434,اكبر القضايا التخابر قطر لان قطر دوله دوله عدوه يتخابر العدو فهو خاءن ومصير هذا الخاءن الاعدام,not racism
435,اين انتم يا حكام العرب من اليهوذ والشعوب العربيهالخانعه حكم اليهوذ,Racism
436,نعلم جيدا ياوليد امريكا تحاربكم فما هو شانها بمحاربه العبيد فانتم خير كلاب لليهود تحرسونها بعيد امريكا تحارب الاحرار وكل من يءمن بالله المجيد نصر عبدالجليل,not racism
437,تبا جزيره ، لماذا لا تنشرون بوست مالتي,not racism
438,قتلوه تاثما نوع الجماله قطر وخاصه انهم اتعبوا انفسهم وجابوا زياره ههههههه اقول قبحكم في الله يا قوم نذاله وغر انتم وكل الخليج مافيكم خير,not racism
439,قطر لديها علاقات قويه الكيان الاسراءيلي واعلاميها ماخذين منهم الجنسيه من الاسراءليه والي يحكمهم عزمي قذاره الكيان الاسراءيلي والفلس الطين بينهم وثاءق وعهود ونسب ومصاهره وبيع اراضي الاسراءليين جننهم الا السعوديه,not racism
440,تعلمون اراضي سعوديه محتله طرف اسراءيل و هماجزيرتا تيران سنافر انطلاقا المبدا بلد يلعب السعوديه فقط لان اراضيها محتله,not racism
441,اول قرات هيك طلعت معاي امير قطر يستقيل ويقول لولي ولي عهد السعوديه الدوحه ه هاهاهاها صح النوم,not racism
442,انتم ياخنازير اخلاقيات الاسلام ماهي عندكم بتكون ما عندكم اخلاقيات صحافه يوم يوم تثبت السعوديه انها حق والله يحفظ المملكه شر ويرد كيدكم نحوركمم انتم وكلاب قطر,Racism
443,الدول العربيه استقبلت اللاجءين من السوريين اخص بالذكر دول الخليج الغنيه قطر السعوديه انهم الان مشغولون بهدم المزيد الشعوب المسالمه,not racism
444,هي الحروب يدعي انها لم تشن هي باصفهان او حتى بطهران بقم اصبحت الدول العربيه وشعوبها ملك ال فارس فضمها محافظات لامبراطوريه فارس فعلا اوقح واوسخ واحقر الفرس,not racism
445,خوف محمد بن _ سلمان هج قطر ساقطه ولاقطه,not racism
446,والله ياحنا نضحك عليكم ضحك شاهدتم استقبال خادم الحرمين الشريفين وامام هذه الامه انتم عرفتم متولي امور هذه الدوله غياب المليك محمد بن سلمان جبل طويق موتوا بغيضكم والعالم يعرف يهودتكم مايسير خلفكم منبوذين ولافضتهم بلادهم وماعليكم الز,Racism
447,الا اسراءيل وحدها حكام وجيوش اليهوذ حكما منصب اليهوذ الدول العربيه فقط سلموا فلسطين لليهوذ وايران الصفيونيه عدوه الله والمسلمين هذا ان اردتم تقرون بالحقيقه,not racism
448,الربيع العربيهوالتحرر الكامل منك روسياومن امريكاوايران اسراءيل والعملاءالحكام العرب واحد وعدو واحدلشعوبناالعربيه وسيصل لروسيا وطهران امين,not racism
449,لايمكن ان اسراءيل بعد المعاهده تتجرا يمكن حوثيين مندسين يكرهون اسراءيل وهدفهم شق تحالف الحسم,not racism
450,الوضع نتيجه لظروف انسانيه السعوديه اصابها التوازن والتعقل والنظره الثاقبه وبعد النظر والقراراته المترويه والحازمه والمانعه,not racism
451,وماذا القصف والعصف في الافق امام السعوديه ارتكاب المجازر بحق المدنيين وازعاج الحوثيين المسلحين وتشريد مواطنيها الجنوب,not racism
452,اعتقد مجازر تنتظر قوات التحالف والتوابيت ستغص شوارع المدن الخليجيه للمره المليون من الحماقه في الركون لتحالف تقوده السعوديه,not racism
453,بصراحه اعتقد ان الدين افيون للشعوب احترامي لكل المتدينين,not racism
